Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2018,Qtr 2,April,6,106,Detained
2018,Qtr 2,April,9,88,Detained
2018,Qtr 2,April,9,167,ROR/Bonded
2018,Qtr 2,April,10,132,Detained
2018,Qtr 2,April,10,127,ROR/Bonded
2018,Qtr 2,April,11,30,Detained
2018,Qtr 2,April,11,225,ROR/Bonded
2018,Qtr 2,April,12,86,Detained
2018,Qtr 2,April,12,181,ROR/Bonded
2018,Qtr 2,April,13,38,Detained
2018,Qtr 2,April,13,254,ROR/Bonded
2018,Qtr 2,April,16,37,Detained
2018,Qtr 2,April,16,154,ROR/Bonded
2018,Qtr 2,April,17,161,Detained
2018,Qtr 2,April,17,256,ROR/Bonded
2018,Qtr 2,April,18,162,Detained
2018,Qtr 2,April,18,216,ROR/Bonded
2018,Qtr 2,April,19,55,Detained
2018,Qtr 2,April,19,137,ROR/Bonded
2018,Qtr 2,April,20,115,Detained
2018,Qtr 2,April,20,241,ROR/Bonded
2018,Qtr 2,April,23,96,Detained
2018,Qtr 2,April,23,135,ROR/Bonded
2018,Qtr 2,April,24,62,Detained
2018,Qtr 2,April,24,191,ROR/Bonded
2018,Qtr 2,April,25,122,Detained
2018,Qtr 2,April,25,167,ROR/Bonded
2018,Qtr 2,April,26,150,Detained
2018,Qtr 2,April,26,143,ROR/Bonded
2018,Qtr 2,April,27,65,Detained
2018,Qtr 2,April,27,198,ROR/Bonded
2018,Qtr 2,April,30,74,Detained
2018,Qtr 2,April,30,147,ROR/Bonded
2018,Qtr 2,May,1,124,Detained
2018,Qtr 2,May,1,168,ROR/Bonded
2018,Qtr 2,May,2,116,Detained
2018,Qtr 2,May,2,178,ROR/Bonded
2018,Qtr 2,May,3,121,Detained
2018,Qtr 2,May,3,149,ROR/Bonded
2018,Qtr 2,May,4,129,Detained
2018,Qtr 2,May,4,238,ROR/Bonded
2018,Qtr 2,May,7,146,Detained
2018,Qtr 2,May,7,166,ROR/Bonded
2018,Qtr 2,May,8,105,Detained
2018,Qtr 2,May,8,222,ROR/Bonded
2018,Qtr 2,May,9,63,Detained
2018,Qtr 2,May,9,190,ROR/Bonded
2018,Qtr 2,May,10,103,Detained
2018,Qtr 2,May,10,97,ROR/Bonded
2018,Qtr 2,May,11,157,Detained
2018,Qtr 2,May,11,149,ROR/Bonded
2018,Qtr 2,May,14,96,Detained
2018,Qtr 2,May,14,70,ROR/Bonded
2018,Qtr 2,May,15,36,Detained
2018,Qtr 2,May,15,111,ROR/Bonded
2018,Qtr 2,May,16,220,Detained
2018,Qtr 2,May,16,136,ROR/Bonded
2018,Qtr 2,May,17,77,Detained
2018,Qtr 2,May,17,106,ROR/Bonded
2018,Qtr 2,May,18,74,Detained
2018,Qtr 2,May,18,1058,ROR/Bonded
2018,Qtr 2,May,21,118,Detained
2018,Qtr 2,May,21,215,ROR/Bonded
2018,Qtr 2,May,22,64,Detained
2018,Qtr 2,May,22,174,ROR/Bonded
2018,Qtr 2,May,23,107,Detained
2018,Qtr 2,May,23,255,ROR/Bonded
2018,Qtr 2,May,24,97,Detained
2018,Qtr 2,May,24,260,ROR/Bonded
2018,Qtr 2,May,25,115,Detained
2018,Qtr 2,May,25,226,ROR/Bonded
2018,Qtr 2,May,29,138,Detained
2018,Qtr 2,May,29,208,ROR/Bonded
2018,Qtr 2,May,30,32,Detained
2018,Qtr 2,May,30,132,ROR/Bonded
2018,Qtr 2,May,31,125,Detained
2018,Qtr 2,May,31,125,ROR/Bonded
2018,Qtr 2,June,1,129,Detained
2018,Qtr 2,June,1,284,ROR/Bonded
2018,Qtr 2,June,4,152,Detained
2018,Qtr 2,June,4,116,ROR/Bonded
2018,Qtr 2,June,5,104,Detained
2018,Qtr 2,June,5,198,ROR/Bonded
2018,Qtr 2,June,6,210,Detained
2018,Qtr 2,June,6,144,ROR/Bonded
2018,Qtr 2,June,7,93,Detained
2018,Qtr 2,June,7,103,ROR/Bonded
2018,Qtr 2,June,8,107,Detained
2018,Qtr 2,June,8,146,ROR/Bonded
2018,Qtr 2,June,9,18,Detained
2018,Qtr 2,June,10,150,Detained
2018,Qtr 2,June,11,107,Detained
2018,Qtr 2,June,11,94,ROR/Bonded
2018,Qtr 2,June,12,117,Detained
2018,Qtr 2,June,12,155,ROR/Bonded
2018,Qtr 2,June,13,56,Detained
2018,Qtr 2,June,13,133,ROR/Bonded
2018,Qtr 2,June,14,61,Detained
2018,Qtr 2,June,14,154,ROR/Bonded
2018,Qtr 2,June,15,62,Detained
2018,Qtr 2,June,15,318,ROR/Bonded
2018,Qtr 2,June,16,131,Detained
2018,Qtr 2,June,18,166,Detained
2018,Qtr 2,June,18,138,ROR/Bonded
2018,Qtr 2,June,19,55,Detained
2018,Qtr 2,June,19,99,ROR/Bonded
2018,Qtr 2,June,20,70,Detained
2018,Qtr 2,June,20,147,ROR/Bonded
2018,Qtr 2,June,21,65,Detained
2018,Qtr 2,June,21,55,ROR/Bonded
2018,Qtr 2,June,22,56,Detained
2018,Qtr 2,June,22,185,ROR/Bonded
2018,Qtr 2,June,25,69,Detained
2018,Qtr 2,June,25,228,ROR/Bonded
2018,Qtr 2,June,26,39,Detained
2018,Qtr 2,June,26,112,ROR/Bonded
2018,Qtr 2,June,27,160,Detained
2018,Qtr 2,June,27,104,ROR/Bonded
2018,Qtr 2,June,28,50,Detained
2018,Qtr 2,June,29,261,Detained
2018,Qtr 2,June,29,403,ROR/Bonded
2018,Qtr 3,July,2,81,Detained
2018,Qtr 3,July,2,302,ROR/Bonded
2018,Qtr 3,July,3,92,Detained
2018,Qtr 3,July,3,130,ROR/Bonded
2018,Qtr 3,July,5,105,Detained
2018,Qtr 3,July,5,127,ROR/Bonded
2018,Qtr 3,July,6,80,Detained
2018,Qtr 3,July,6,86,ROR/Bonded
2018,Qtr 3,July,9,55,Detained
2018,Qtr 3,July,9,195,ROR/Bonded
2018,Qtr 3,July,10,40,Detained
2018,Qtr 3,July,10,129,ROR/Bonded
2018,Qtr 3,July,11,58,Detained
2018,Qtr 3,July,11,96,ROR/Bonded
2018,Qtr 3,July,12,91,Detained
2018,Qtr 3,July,12,219,ROR/Bonded
2018,Qtr 3,July,13,157,Detained
2018,Qtr 3,July,13,63,ROR/Bonded
2018,Qtr 3,July,16,117,Detained
2018,Qtr 3,July,16,167,ROR/Bonded
2018,Qtr 3,July,17,137,Detained
2018,Qtr 3,July,17,101,ROR/Bonded
2018,Qtr 3,July,18,182,Detained
2018,Qtr 3,July,18,152,ROR/Bonded
2018,Qtr 3,July,19,50,Detained
2018,Qtr 3,July,19,131,ROR/Bonded
2018,Qtr 3,July,20,352,Detained
2018,Qtr 3,July,20,128,ROR/Bonded
2018,Qtr 3,July,23,48,Detained
2018,Qtr 3,July,23,159,ROR/Bonded
2018,Qtr 3,July,24,90,Detained
2018,Qtr 3,July,24,175,ROR/Bonded
2018,Qtr 3,July,25,34,Detained
2018,Qtr 3,July,25,159,ROR/Bonded
2018,Qtr 3,July,26,47,Detained
2018,Qtr 3,July,26,194,ROR/Bonded
2018,Qtr 3,July,27,67,Detained
2018,Qtr 3,July,27,262,ROR/Bonded
2018,Qtr 3,July,30,65,Detained
2018,Qtr 3,July,30,158,ROR/Bonded
2018,Qtr 3,July,31,86,Detained
2018,Qtr 3,July,31,194,ROR/Bonded
2018,Qtr 3,August,1,123,Detained
2018,Qtr 3,August,1,149,ROR/Bonded
2018,Qtr 3,August,2,74,Detained
2018,Qtr 3,August,2,183,ROR/Bonded
2018,Qtr 3,August,3,99,Detained
2018,Qtr 3,August,3,149,ROR/Bonded
2018,Qtr 3,August,6,46,Detained
2018,Qtr 3,August,6,237,ROR/Bonded
2018,Qtr 3,August,7,81,Detained
2018,Qtr 3,August,7,35,ROR/Bonded
2018,Qtr 3,August,8,114,Detained
2018,Qtr 3,August,8,396,ROR/Bonded
2018,Qtr 3,August,9,164,Detained
2018,Qtr 3,August,9,159,ROR/Bonded
2018,Qtr 3,August,10,408,Detained
2018,Qtr 3,August,10,87,ROR/Bonded
2018,Qtr 3,August,13,48,Detained
2018,Qtr 3,August,13,88,ROR/Bonded
2018,Qtr 3,August,14,48,Detained
2018,Qtr 3,August,15,78,Detained
2018,Qtr 3,August,15,63,ROR/Bonded
2018,Qtr 3,August,16,75,Detained
2018,Qtr 3,August,16,239,ROR/Bonded
2018,Qtr 3,August,17,128,Detained
2018,Qtr 3,August,17,215,ROR/Bonded
2018,Qtr 3,August,20,83,Detained
2018,Qtr 3,August,20,76,ROR/Bonded
2018,Qtr 3,August,21,105,Detained
2018,Qtr 3,August,21,185,ROR/Bonded
2018,Qtr 3,August,22,32,Detained
2018,Qtr 3,August,22,195,ROR/Bonded
2018,Qtr 3,August,23,114,Detained
2018,Qtr 3,August,23,208,ROR/Bonded
2018,Qtr 3,August,24,69,Detained
2018,Qtr 3,August,24,221,ROR/Bonded
2018,Qtr 3,August,27,101,Detained
2018,Qtr 3,August,27,302,ROR/Bonded
2018,Qtr 3,August,28,85,Detained
2018,Qtr 3,August,28,237,ROR/Bonded
2018,Qtr 3,August,29,64,Detained
2018,Qtr 3,August,29,183,ROR/Bonded
2018,Qtr 3,August,30,91,Detained
2018,Qtr 3,August,30,2387,ROR/Bonded
2018,Qtr 3,August,31,39,Detained
2018,Qtr 3,August,31,163,ROR/Bonded
2018,Qtr 3,September,4,76,Detained
2018,Qtr 3,September,4,211,ROR/Bonded
2018,Qtr 3,September,5,85,Detained
2018,Qtr 3,September,5,138,ROR/Bonded
2018,Qtr 3,September,6,91,Detained
2018,Qtr 3,September,6,183,ROR/Bonded
2018,Qtr 3,September,7,87,Detained
2018,Qtr 3,September,7,448,ROR/Bonded
2018,Qtr 3,September,10,299,Detained
2018,Qtr 3,September,10,453,ROR/Bonded
2018,Qtr 3,September,11,168,Detained
2018,Qtr 3,September,11,164,ROR/Bonded
2018,Qtr 3,September,12,106,Detained
2018,Qtr 3,September,13,48,Detained
2018,Qtr 3,September,13,1131,ROR/Bonded
2018,Qtr 3,September,14,115,Detained
2018,Qtr 3,September,14,142,ROR/Bonded
2018,Qtr 3,September,17,38,Detained
2018,Qtr 3,September,17,188,ROR/Bonded
2018,Qtr 3,September,18,133,Detained
2018,Qtr 3,September,18,175,ROR/Bonded
2018,Qtr 3,September,19,78,Detained
2018,Qtr 3,September,19,155,ROR/Bonded
2018,Qtr 3,September,20,70,Detained
2018,Qtr 3,September,20,265,ROR/Bonded
2018,Qtr 3,September,21,104,Detained
2018,Qtr 3,September,21,193,ROR/Bonded
2018,Qtr 3,September,24,94,Detained
2018,Qtr 3,September,24,246,ROR/Bonded
2018,Qtr 3,September,25,111,Detained
2018,Qtr 3,September,25,287,ROR/Bonded
2018,Qtr 3,September,26,148,Detained
2018,Qtr 3,September,26,231,ROR/Bonded
2018,Qtr 3,September,27,119,Detained
2018,Qtr 3,September,27,254,ROR/Bonded
2018,Qtr 3,September,28,58,Detained
2018,Qtr 3,September,28,321,ROR/Bonded
2018,Qtr 4,October,1,61,Detained
2018,Qtr 4,October,1,194,ROR/Bonded
2018,Qtr 4,October,2,104,Detained
2018,Qtr 4,October,2,359,ROR/Bonded
2018,Qtr 4,October,3,118,Detained
2018,Qtr 4,October,3,2043,ROR/Bonded
2018,Qtr 4,October,4,141,Detained
2018,Qtr 4,October,4,151,ROR/Bonded
2018,Qtr 4,October,5,213,Detained
2018,Qtr 4,October,5,325,ROR/Bonded
2018,Qtr 4,October,9,90,Detained
2018,Qtr 4,October,9,187,ROR/Bonded
2018,Qtr 4,October,10,76,Detained
2018,Qtr 4,October,10,321,ROR/Bonded
2018,Qtr 4,October,11,94,Detained
2018,Qtr 4,October,11,272,ROR/Bonded
2018,Qtr 4,October,12,65,Detained
2018,Qtr 4,October,12,185,ROR/Bonded
2018,Qtr 4,October,15,101,Detained
2018,Qtr 4,October,15,830,ROR/Bonded
2018,Qtr 4,October,16,120,Detained
2018,Qtr 4,October,16,65,ROR/Bonded
2018,Qtr 4,October,17,82,Detained
2018,Qtr 4,October,17,108,ROR/Bonded
2018,Qtr 4,October,18,71,Detained
2018,Qtr 4,October,18,171,ROR/Bonded
2018,Qtr 4,October,19,57,Detained
2018,Qtr 4,October,19,265,ROR/Bonded
2018,Qtr 4,October,22,55,Detained
2018,Qtr 4,October,22,220,ROR/Bonded
2018,Qtr 4,October,23,86,Detained
2018,Qtr 4,October,23,184,ROR/Bonded
2018,Qtr 4,October,24,120,Detained
2018,Qtr 4,October,24,310,ROR/Bonded
2018,Qtr 4,October,25,93,Detained
2018,Qtr 4,October,25,204,ROR/Bonded
2018,Qtr 4,October,26,25,Detained
2018,Qtr 4,October,26,224,ROR/Bonded
2018,Qtr 4,October,28,66,Detained
2018,Qtr 4,October,29,69,Detained
2018,Qtr 4,October,29,48,ROR/Bonded
2018,Qtr 4,October,30,165,Detained
2018,Qtr 4,October,30,162,ROR/Bonded
2018,Qtr 4,October,31,128,Detained
2018,Qtr 4,October,31,52,ROR/Bonded
2018,Qtr 4,November,1,142,Detained
2018,Qtr 4,November,1,115,ROR/Bonded
2018,Qtr 4,November,2,79,Detained
2018,Qtr 4,November,2,275,ROR/Bonded
2018,Qtr 4,November,5,101,Detained
2018,Qtr 4,November,5,118,ROR/Bonded
2018,Qtr 4,November,6,85,Detained
2018,Qtr 4,November,6,158,ROR/Bonded
2018,Qtr 4,November,7,58,Detained
2018,Qtr 4,November,7,259,ROR/Bonded
2018,Qtr 4,November,8,94,Detained
2018,Qtr 4,November,8,373,ROR/Bonded
2018,Qtr 4,November,9,86,Detained
2018,Qtr 4,November,9,192,ROR/Bonded
2018,Qtr 4,November,13,69,Detained
2018,Qtr 4,November,13,5969,ROR/Bonded
2018,Qtr 4,November,14,43,Detained
2018,Qtr 4,November,14,376,ROR/Bonded
2018,Qtr 4,November,15,49,Detained
2018,Qtr 4,November,15,260,ROR/Bonded
2018,Qtr 4,November,16,108,Detained
2018,Qtr 4,November,16,226,ROR/Bonded
2018,Qtr 4,November,19,80,Detained
2018,Qtr 4,November,19,156,ROR/Bonded
2018,Qtr 4,November,20,81,Detained
2018,Qtr 4,November,20,231,ROR/Bonded
2018,Qtr 4,November,21,120,Detained
2018,Qtr 4,November,21,194,ROR/Bonded
2018,Qtr 4,November,25,244,Detained
2018,Qtr 4,November,26,148,Detained
2018,Qtr 4,November,27,49,Detained
2018,Qtr 4,November,27,175,ROR/Bonded
2018,Qtr 4,November,28,57,Detained
2018,Qtr 4,November,28,202,ROR/Bonded
2018,Qtr 4,November,29,115,Detained
2018,Qtr 4,November,29,268,ROR/Bonded
2018,Qtr 4,November,30,129,Detained
2018,Qtr 4,November,30,368,ROR/Bonded
2018,Qtr 4,December,3,111,Detained
2018,Qtr 4,December,3,263,ROR/Bonded
2018,Qtr 4,December,4,101,Detained
2018,Qtr 4,December,4,126,ROR/Bonded
2018,Qtr 4,December,5,112,Detained
2018,Qtr 4,December,5,111,ROR/Bonded
2018,Qtr 4,December,6,86,Detained
2018,Qtr 4,December,6,55,ROR/Bonded
2018,Qtr 4,December,7,84,Detained
2018,Qtr 4,December,7,197,ROR/Bonded
2018,Qtr 4,December,10,57,Detained
2018,Qtr 4,December,10,349,ROR/Bonded
2018,Qtr 4,December,11,147,Detained
2018,Qtr 4,December,11,88,ROR/Bonded
2018,Qtr 4,December,12,218,Detained
2018,Qtr 4,December,12,183,ROR/Bonded
2018,Qtr 4,December,13,134,Detained
2018,Qtr 4,December,13,206,ROR/Bonded
2018,Qtr 4,December,14,186,Detained
2018,Qtr 4,December,14,130,ROR/Bonded
2018,Qtr 4,December,17,103,Detained
2018,Qtr 4,December,17,210,ROR/Bonded
2018,Qtr 4,December,18,68,Detained
2018,Qtr 4,December,18,71,ROR/Bonded
2018,Qtr 4,December,19,84,Detained
2018,Qtr 4,December,19,177,ROR/Bonded
2018,Qtr 4,December,20,100,Detained
2018,Qtr 4,December,20,178,ROR/Bonded
2018,Qtr 4,December,21,66,Detained
2018,Qtr 4,December,21,115,ROR/Bonded
2018,Qtr 4,December,24,118,Detained
2018,Qtr 4,December,26,115,Detained
2018,Qtr 4,December,27,44,Detained
2018,Qtr 4,December,27,131,ROR/Bonded
2018,Qtr 4,December,28,48,Detained
2018,Qtr 4,December,31,25,Detained
2018,Qtr 4,December,31,129,ROR/Bonded
2019,Qtr 1,January,2,62,Detained
2019,Qtr 1,January,2,184,ROR/Bonded
2019,Qtr 1,January,3,71,Detained
2019,Qtr 1,January,3,128,ROR/Bonded
2019,Qtr 1,January,4,150,Detained
2019,Qtr 1,January,4,121,ROR/Bonded
2019,Qtr 1,January,7,240,Detained
2019,Qtr 1,January,7,139,ROR/Bonded
2019,Qtr 1,January,8,84,Detained
2019,Qtr 1,January,8,279,ROR/Bonded
2019,Qtr 1,January,9,79,Detained
2019,Qtr 1,January,9,120,ROR/Bonded
2019,Qtr 1,January,10,157,Detained
2019,Qtr 1,January,10,184,ROR/Bonded
2019,Qtr 1,January,11,78,Detained
2019,Qtr 1,January,11,218,ROR/Bonded
2019,Qtr 1,January,14,99,Detained
2019,Qtr 1,January,14,48,ROR/Bonded
2019,Qtr 1,January,15,106,Detained
2019,Qtr 1,January,15,296,ROR/Bonded
2019,Qtr 1,January,16,54,Detained
2019,Qtr 1,January,16,299,ROR/Bonded
2019,Qtr 1,January,17,150,Detained
2019,Qtr 1,January,17,758,ROR/Bonded
2019,Qtr 1,January,18,59,Detained
2019,Qtr 1,January,18,136,ROR/Bonded
2019,Qtr 1,January,22,173,Detained
2019,Qtr 1,January,22,251,ROR/Bonded
2019,Qtr 1,January,23,78,Detained
2019,Qtr 1,January,23,121,ROR/Bonded
2019,Qtr 1,January,24,43,Detained
2019,Qtr 1,January,24,246,ROR/Bonded
2019,Qtr 1,January,25,106,Detained
2019,Qtr 1,January,25,313,ROR/Bonded
2019,Qtr 1,January,28,100,Detained
2019,Qtr 1,January,28,333,ROR/Bonded
2019,Qtr 1,January,29,95,Detained
2019,Qtr 1,January,29,232,ROR/Bonded
2019,Qtr 1,January,30,96,Detained
2019,Qtr 1,January,30,180,ROR/Bonded
2019,Qtr 1,January,31,105,Detained
2019,Qtr 1,January,31,337,ROR/Bonded
2019,Qtr 1,February,1,149,Detained
2019,Qtr 1,February,1,263,ROR/Bonded
2019,Qtr 1,February,3,184,Detained
2019,Qtr 1,February,4,60,Detained
2019,Qtr 1,February,4,125,ROR/Bonded
2019,Qtr 1,February,5,68,Detained
2019,Qtr 1,February,5,145,ROR/Bonded
2019,Qtr 1,February,6,51,Detained
2019,Qtr 1,February,6,51,ROR/Bonded
2019,Qtr 1,February,7,100,Detained
2019,Qtr 1,February,7,219,ROR/Bonded
2019,Qtr 1,February,8,198,Detained
2019,Qtr 1,February,8,520,ROR/Bonded
2019,Qtr 1,February,11,109,Detained
2019,Qtr 1,February,11,194,ROR/Bonded
2019,Qtr 1,February,13,139,Detained
2019,Qtr 1,February,13,149,ROR/Bonded
2019,Qtr 1,February,14,79,Detained
2019,Qtr 1,February,14,165,ROR/Bonded
2019,Qtr 1,February,15,80,Detained
2019,Qtr 1,February,15,206,ROR/Bonded
2019,Qtr 1,February,19,143,Detained
2019,Qtr 1,February,19,301,ROR/Bonded
2019,Qtr 1,February,20,106,Detained
2019,Qtr 1,February,20,190,ROR/Bonded
2019,Qtr 1,February,21,85,Detained
2019,Qtr 1,February,21,170,ROR/Bonded
2019,Qtr 1,February,22,57,Detained
2019,Qtr 1,February,22,149,ROR/Bonded
2019,Qtr 1,February,25,56,Detained
2019,Qtr 1,February,25,242,ROR/Bonded
2019,Qtr 1,February,26,108,Detained
2019,Qtr 1,February,26,168,ROR/Bonded
2019,Qtr 1,February,27,120,Detained
2019,Qtr 1,February,27,224,ROR/Bonded
2019,Qtr 1,February,28,86,Detained
2019,Qtr 1,February,28,679,ROR/Bonded
2019,Qtr 1,March,1,86,Detained
2019,Qtr 1,March,1,198,ROR/Bonded
2019,Qtr 1,March,4,101,Detained
2019,Qtr 1,March,4,209,ROR/Bonded
2019,Qtr 1,March,5,61,Detained
2019,Qtr 1,March,5,207,ROR/Bonded
2019,Qtr 1,March,6,68,Detained
2019,Qtr 1,March,6,168,ROR/Bonded
2019,Qtr 1,March,7,161,Detained
2019,Qtr 1,March,7,287,ROR/Bonded
2019,Qtr 1,March,8,60,Detained
2019,Qtr 1,March,8,121,ROR/Bonded
2019,Qtr 1,March,11,75,Detained
2019,Qtr 1,March,11,291,ROR/Bonded
2019,Qtr 1,March,12,57,Detained
2019,Qtr 1,March,12,216,ROR/Bonded
2019,Qtr 1,March,13,44,Detained
2019,Qtr 1,March,13,280,ROR/Bonded
2019,Qtr 1,March,14,218,Detained
2019,Qtr 1,March,14,94,ROR/Bonded
2019,Qtr 1,March,15,974,Detained
2019,Qtr 1,March,15,261,ROR/Bonded
2019,Qtr 1,March,18,165,Detained
2019,Qtr 1,March,18,231,ROR/Bonded
2019,Qtr 1,March,19,120,Detained
2019,Qtr 1,March,19,650,ROR/Bonded
2019,Qtr 1,March,20,37,Detained
2019,Qtr 1,March,20,103,ROR/Bonded
2019,Qtr 1,March,21,113,Detained
2019,Qtr 1,March,21,169,ROR/Bonded
2019,Qtr 1,March,22,227,Detained
2019,Qtr 1,March,22,205,ROR/Bonded
2019,Qtr 1,March,25,94,Detained
2019,Qtr 1,March,25,204,ROR/Bonded
2019,Qtr 1,March,26,62,Detained
2019,Qtr 1,March,26,413,ROR/Bonded
2019,Qtr 1,March,27,184,Detained
2019,Qtr 1,March,27,220,ROR/Bonded
2019,Qtr 1,March,28,102,Detained
2019,Qtr 1,March,28,141,ROR/Bonded
2019,Qtr 1,March,29,118,Detained
2019,Qtr 1,March,29,387,ROR/Bonded
2019,Qtr 2,April,2,54,Detained
2019,Qtr 2,April,2,116,ROR/Bonded
2019,Qtr 2,April,3,34,Detained
2019,Qtr 2,April,3,97,ROR/Bonded
2019,Qtr 2,April,4,71,Detained
2019,Qtr 2,April,4,160,ROR/Bonded
2019,Qtr 2,April,5,151,Detained
2019,Qtr 2,April,5,513,ROR/Bonded
2019,Qtr 2,April,8,230,Detained
2019,Qtr 2,April,8,341,ROR/Bonded
2019,Qtr 2,April,9,249,Detained
2019,Qtr 2,April,9,235,ROR/Bonded
2019,Qtr 2,April,10,96,Detained
2019,Qtr 2,April,10,215,ROR/Bonded
2019,Qtr 2,April,11,65,Detained
2019,Qtr 2,April,11,137,ROR/Bonded
2019,Qtr 2,April,12,52,Detained
2019,Qtr 2,April,12,161,ROR/Bonded
2019,Qtr 2,April,15,21,Detained
2019,Qtr 2,April,15,137,ROR/Bonded
2019,Qtr 2,April,16,29,Detained
2019,Qtr 2,April,16,202,ROR/Bonded
2019,Qtr 2,April,17,32,Detained
2019,Qtr 2,April,17,293,ROR/Bonded
2019,Qtr 2,April,18,63,Detained
2019,Qtr 2,April,18,146,ROR/Bonded
2019,Qtr 2,April,19,176,Detained
2019,Qtr 2,April,19,238,ROR/Bonded
2019,Qtr 2,April,22,98,Detained
2019,Qtr 2,April,22,281,ROR/Bonded
2019,Qtr 2,April,23,45,Detained
2019,Qtr 2,April,23,141,ROR/Bonded
2019,Qtr 2,April,24,110,Detained
2019,Qtr 2,April,24,201,ROR/Bonded
2019,Qtr 2,April,25,99,Detained
2019,Qtr 2,April,25,273,ROR/Bonded
2019,Qtr 2,April,26,297,Detained
2019,Qtr 2,April,26,322,ROR/Bonded
2019,Qtr 2,April,29,96,Detained
2019,Qtr 2,April,29,202,ROR/Bonded
2019,Qtr 2,April,30,93,Detained
2019,Qtr 2,April,30,209,ROR/Bonded
2019,Qtr 2,May,1,32,Detained
2019,Qtr 2,May,1,1555,ROR/Bonded
2019,Qtr 2,May,2,94,Detained
2019,Qtr 2,May,3,87,Detained
2019,Qtr 2,May,3,156,ROR/Bonded
2019,Qtr 2,May,5,384,ROR/Bonded
2019,Qtr 2,May,6,197,Detained
2019,Qtr 2,May,6,144,ROR/Bonded
2019,Qtr 2,May,7,154,Detained
2019,Qtr 2,May,7,252,ROR/Bonded
2019,Qtr 2,May,8,110,Detained
2019,Qtr 2,May,8,273,ROR/Bonded
2019,Qtr 2,May,9,114,Detained
2019,Qtr 2,May,9,252,ROR/Bonded
2019,Qtr 2,May,10,165,Detained
2019,Qtr 2,May,10,267,ROR/Bonded
2019,Qtr 2,May,13,93,Detained
2019,Qtr 2,May,13,96,ROR/Bonded
2019,Qtr 2,May,14,82,Detained
2019,Qtr 2,May,14,221,ROR/Bonded
2019,Qtr 2,May,15,33,Detained
2019,Qtr 2,May,15,232,ROR/Bonded
2019,Qtr 2,May,16,156,Detained
2019,Qtr 2,May,16,127,ROR/Bonded
2019,Qtr 2,May,17,175,Detained
2019,Qtr 2,May,17,259,ROR/Bonded
2019,Qtr 2,May,20,50,Detained
2019,Qtr 2,May,20,301,ROR/Bonded
2019,Qtr 2,May,21,90,Detained
2019,Qtr 2,May,21,214,ROR/Bonded
2019,Qtr 2,May,22,120,Detained
2019,Qtr 2,May,22,1064,ROR/Bonded
2019,Qtr 2,May,23,128,Detained
2019,Qtr 2,May,23,163,ROR/Bonded
2019,Qtr 2,May,24,147,Detained
2019,Qtr 2,May,24,167,ROR/Bonded
2019,Qtr 2,May,25,102,Detained
2019,Qtr 2,May,28,91,Detained
2019,Qtr 2,May,28,211,ROR/Bonded
2019,Qtr 2,May,29,83,Detained
2019,Qtr 2,May,29,830,ROR/Bonded
2019,Qtr 2,May,30,69,Detained
2019,Qtr 2,May,30,182,ROR/Bonded
2019,Qtr 2,May,31,226,Detained
2019,Qtr 2,May,31,163,ROR/Bonded
2019,Qtr 2,June,3,87,Detained
2019,Qtr 2,June,3,185,ROR/Bonded
2019,Qtr 2,June,4,36,Detained
2019,Qtr 2,June,4,167,ROR/Bonded
2019,Qtr 2,June,5,79,Detained
2019,Qtr 2,June,5,180,ROR/Bonded
2019,Qtr 2,June,6,113,Detained
2019,Qtr 2,June,6,199,ROR/Bonded
2019,Qtr 2,June,7,65,Detained
2019,Qtr 2,June,7,161,ROR/Bonded
2019,Qtr 2,June,10,84,Detained
2019,Qtr 2,June,10,265,ROR/Bonded
2019,Qtr 2,June,11,81,Detained
2019,Qtr 2,June,11,181,ROR/Bonded
2019,Qtr 2,June,12,64,Detained
2019,Qtr 2,June,12,147,ROR/Bonded
2019,Qtr 2,June,13,59,Detained
2019,Qtr 2,June,13,181,ROR/Bonded
2019,Qtr 2,June,14,157,Detained
2019,Qtr 2,June,14,193,ROR/Bonded
2019,Qtr 2,June,17,118,Detained
2019,Qtr 2,June,17,196,ROR/Bonded
2019,Qtr 2,June,18,42,Detained
2019,Qtr 2,June,18,216,ROR/Bonded
2019,Qtr 2,June,19,151,Detained
2019,Qtr 2,June,19,324,ROR/Bonded
2019,Qtr 2,June,20,94,Detained
2019,Qtr 2,June,20,184,ROR/Bonded
2019,Qtr 2,June,21,87,Detained
2019,Qtr 2,June,21,289,ROR/Bonded
2019,Qtr 2,June,24,282,Detained
2019,Qtr 2,June,24,193,ROR/Bonded
2019,Qtr 2,June,25,92,Detained
2019,Qtr 2,June,25,208,ROR/Bonded
2019,Qtr 2,June,26,47,Detained
2019,Qtr 2,June,26,254,ROR/Bonded
2019,Qtr 2,June,27,189,Detained
2019,Qtr 2,June,27,290,ROR/Bonded
2019,Qtr 2,June,28,200,Detained
2019,Qtr 2,June,28,403,ROR/Bonded
2019,Qtr 3,July,1,105,Detained
2019,Qtr 3,July,1,264,ROR/Bonded
2019,Qtr 3,July,2,97,Detained
2019,Qtr 3,July,2,203,ROR/Bonded
2019,Qtr 3,July,3,16,Detained
2019,Qtr 3,July,3,168,ROR/Bonded
2019,Qtr 3,July,5,212,Detained
2019,Qtr 3,July,5,289,ROR/Bonded
2019,Qtr 3,July,6,30,Detained
