Year,Quarter,Month,Day,Median of REFERFILE_DAYS,PRETRIAL
2018,Qtr 1,January,26,0,Detained
2018,Qtr 1,January,26,2,ROR/Bonded
2018,Qtr 1,January,27,5,ROR/Bonded
2018,Qtr 1,January,29,0,Detained
2018,Qtr 1,January,29,17,ROR/Bonded
2018,Qtr 1,January,30,0,Detained
2018,Qtr 1,January,30,16,ROR/Bonded
2018,Qtr 1,January,31,0,Detained
2018,Qtr 1,January,31,18,ROR/Bonded
2018,Qtr 1,February,1,0,Detained
2018,Qtr 1,February,1,12,ROR/Bonded
2018,Qtr 1,February,2,3,Detained
2018,Qtr 1,February,2,6,ROR/Bonded
2018,Qtr 1,February,4,2,Detained
2018,Qtr 1,February,5,0,Detained
2018,Qtr 1,February,5,2,ROR/Bonded
2018,Qtr 1,February,6,0,Detained
2018,Qtr 1,February,6,2,ROR/Bonded
2018,Qtr 1,February,7,0,Detained
2018,Qtr 1,February,7,33,ROR/Bonded
2018,Qtr 1,February,8,1,Detained
2018,Qtr 1,February,8,6,ROR/Bonded
2018,Qtr 1,February,9,0,Detained
2018,Qtr 1,February,9,12,ROR/Bonded
2018,Qtr 1,February,10,25,Detained
2018,Qtr 1,February,10,17,ROR/Bonded
2018,Qtr 1,February,11,49,ROR/Bonded
2018,Qtr 1,February,12,1,Detained
2018,Qtr 1,February,12,15,ROR/Bonded
2018,Qtr 1,February,13,1,Detained
2018,Qtr 1,February,13,1,ROR/Bonded
2018,Qtr 1,February,14,0,Detained
2018,Qtr 1,February,14,12,ROR/Bonded
2018,Qtr 1,February,15,0,Detained
2018,Qtr 1,February,15,15,ROR/Bonded
2018,Qtr 1,February,16,0,Detained
2018,Qtr 1,February,16,13,ROR/Bonded
2018,Qtr 1,February,17,25,Detained
2018,Qtr 1,February,17,17,ROR/Bonded
2018,Qtr 1,February,18,570,ROR/Bonded
2018,Qtr 1,February,19,22,ROR/Bonded
2018,Qtr 1,February,20,0,Detained
2018,Qtr 1,February,20,14,ROR/Bonded
2018,Qtr 1,February,21,0,Detained
2018,Qtr 1,February,21,30,ROR/Bonded
2018,Qtr 1,February,22,0,Detained
2018,Qtr 1,February,22,0,ROR/Bonded
2018,Qtr 1,February,23,3,Detained
2018,Qtr 1,February,23,6,ROR/Bonded
2018,Qtr 1,February,24,2,Detained
2018,Qtr 1,February,24,11,ROR/Bonded
2018,Qtr 1,February,25,9,ROR/Bonded
2018,Qtr 1,February,26,1,Detained
2018,Qtr 1,February,26,1,ROR/Bonded
2018,Qtr 1,February,27,1,Detained
2018,Qtr 1,February,27,16,ROR/Bonded
2018,Qtr 1,February,28,0,Detained
2018,Qtr 1,February,28,41,ROR/Bonded
2018,Qtr 1,March,1,0,Detained
2018,Qtr 1,March,1,11,ROR/Bonded
2018,Qtr 1,March,2,0,Detained
2018,Qtr 1,March,2,3,ROR/Bonded
2018,Qtr 1,March,3,2,Detained
2018,Qtr 1,March,3,11,ROR/Bonded
2018,Qtr 1,March,4,7,ROR/Bonded
2018,Qtr 1,March,5,0,Detained
2018,Qtr 1,March,5,2,ROR/Bonded
2018,Qtr 1,March,6,0,Detained
2018,Qtr 1,March,6,15,ROR/Bonded
2018,Qtr 1,March,7,0,Detained
2018,Qtr 1,March,7,2,ROR/Bonded
2018,Qtr 1,March,8,0,Detained
2018,Qtr 1,March,8,7,ROR/Bonded
2018,Qtr 1,March,9,3,Detained
2018,Qtr 1,March,9,10,ROR/Bonded
2018,Qtr 1,March,11,3,ROR/Bonded
2018,Qtr 1,March,12,0,Detained
2018,Qtr 1,March,12,2,ROR/Bonded
2018,Qtr 1,March,13,0,Detained
2018,Qtr 1,March,13,22,ROR/Bonded
2018,Qtr 1,March,14,0,Detained
2018,Qtr 1,March,14,27,ROR/Bonded
2018,Qtr 1,March,15,0,Detained
2018,Qtr 1,March,15,3,ROR/Bonded
2018,Qtr 1,March,16,3,Detained
2018,Qtr 1,March,16,11,ROR/Bonded
2018,Qtr 1,March,17,18,ROR/Bonded
2018,Qtr 1,March,18,366,Detained
2018,Qtr 1,March,19,0,Detained
2018,Qtr 1,March,19,1,ROR/Bonded
2018,Qtr 1,March,20,0,Detained
2018,Qtr 1,March,20,6,ROR/Bonded
2018,Qtr 1,March,21,0,Detained
2018,Qtr 1,March,21,6,ROR/Bonded
2018,Qtr 1,March,22,0,Detained
2018,Qtr 1,March,22,6,ROR/Bonded
2018,Qtr 1,March,23,0,Detained
2018,Qtr 1,March,23,17,ROR/Bonded
2018,Qtr 1,March,24,16,Detained
2018,Qtr 1,March,24,30,ROR/Bonded
2018,Qtr 1,March,26,0,Detained
2018,Qtr 1,March,26,2,ROR/Bonded
2018,Qtr 1,March,27,0,Detained
2018,Qtr 1,March,27,1,ROR/Bonded
2018,Qtr 1,March,28,0,Detained
2018,Qtr 1,March,28,7,ROR/Bonded
2018,Qtr 1,March,29,0,Detained
2018,Qtr 1,March,29,4,ROR/Bonded
2018,Qtr 1,March,30,20,ROR/Bonded
2018,Qtr 1,March,31,19,ROR/Bonded
2018,Qtr 2,April,1,24,ROR/Bonded
2018,Qtr 2,April,2,1,Detained
2018,Qtr 2,April,2,6,ROR/Bonded
2018,Qtr 2,April,3,0,Detained
2018,Qtr 2,April,3,8,ROR/Bonded
2018,Qtr 2,April,4,0,Detained
2018,Qtr 2,April,4,10,ROR/Bonded
2018,Qtr 2,April,5,0,Detained
2018,Qtr 2,April,5,5,ROR/Bonded
2018,Qtr 2,April,6,0,Detained
2018,Qtr 2,April,6,3,ROR/Bonded
2018,Qtr 2,April,7,30,ROR/Bonded
2018,Qtr 2,April,8,33,ROR/Bonded
2018,Qtr 2,April,9,0,Detained
2018,Qtr 2,April,9,32,ROR/Bonded
2018,Qtr 2,April,10,0,Detained
2018,Qtr 2,April,10,1,ROR/Bonded
2018,Qtr 2,April,11,0,Detained
2018,Qtr 2,April,11,7,ROR/Bonded
2018,Qtr 2,April,12,0,Detained
2018,Qtr 2,April,12,1,ROR/Bonded
2018,Qtr 2,April,13,0,Detained
2018,Qtr 2,April,13,4,ROR/Bonded
2018,Qtr 2,April,14,4,ROR/Bonded
2018,Qtr 2,April,16,1,Detained
2018,Qtr 2,April,16,20,ROR/Bonded
2018,Qtr 2,April,17,0,Detained
2018,Qtr 2,April,17,30,ROR/Bonded
2018,Qtr 2,April,18,0,Detained
2018,Qtr 2,April,18,3,ROR/Bonded
2018,Qtr 2,April,19,0,Detained
2018,Qtr 2,April,19,11,ROR/Bonded
2018,Qtr 2,April,20,0,Detained
2018,Qtr 2,April,20,5,ROR/Bonded
2018,Qtr 2,April,21,252,Detained
2018,Qtr 2,April,21,4,ROR/Bonded
2018,Qtr 2,April,23,0,Detained
2018,Qtr 2,April,23,1,ROR/Bonded
2018,Qtr 2,April,24,0,Detained
2018,Qtr 2,April,24,16,ROR/Bonded
2018,Qtr 2,April,25,0,Detained
2018,Qtr 2,April,25,4,ROR/Bonded
2018,Qtr 2,April,26,0,Detained
2018,Qtr 2,April,26,33,ROR/Bonded
2018,Qtr 2,April,27,1,Detained
2018,Qtr 2,April,27,3,ROR/Bonded
2018,Qtr 2,April,28,2,Detained
2018,Qtr 2,April,28,31,ROR/Bonded
2018,Qtr 2,April,29,122,Detained
2018,Qtr 2,April,29,1,ROR/Bonded
2018,Qtr 2,April,30,0,Detained
2018,Qtr 2,April,30,18,ROR/Bonded
2018,Qtr 2,May,1,0,Detained
2018,Qtr 2,May,1,3,ROR/Bonded
2018,Qtr 2,May,2,0,Detained
2018,Qtr 2,May,2,4,ROR/Bonded
2018,Qtr 2,May,3,0,Detained
2018,Qtr 2,May,3,7,ROR/Bonded
2018,Qtr 2,May,4,0,Detained
2018,Qtr 2,May,4,6,ROR/Bonded
2018,Qtr 2,May,5,3,Detained
2018,Qtr 2,May,5,24,ROR/Bonded
2018,Qtr 2,May,7,0,Detained
2018,Qtr 2,May,7,2,ROR/Bonded
2018,Qtr 2,May,8,0,Detained
2018,Qtr 2,May,8,0,ROR/Bonded
2018,Qtr 2,May,9,0,Detained
2018,Qtr 2,May,9,4,ROR/Bonded
2018,Qtr 2,May,10,0,Detained
2018,Qtr 2,May,10,1,ROR/Bonded
2018,Qtr 2,May,11,0,Detained
2018,Qtr 2,May,11,2,ROR/Bonded
2018,Qtr 2,May,12,8,ROR/Bonded
2018,Qtr 2,May,14,0,Detained
2018,Qtr 2,May,14,12,ROR/Bonded
2018,Qtr 2,May,15,0,Detained
2018,Qtr 2,May,15,1,ROR/Bonded
2018,Qtr 2,May,16,0,Detained
2018,Qtr 2,May,16,1,ROR/Bonded
2018,Qtr 2,May,17,0,Detained
2018,Qtr 2,May,17,7,ROR/Bonded
2018,Qtr 2,May,18,0,Detained
2018,Qtr 2,May,18,5,ROR/Bonded
2018,Qtr 2,May,19,38,Detained
2018,Qtr 2,May,19,32,ROR/Bonded
2018,Qtr 2,May,20,33,Detained
2018,Qtr 2,May,20,4,ROR/Bonded
2018,Qtr 2,May,21,0,Detained
2018,Qtr 2,May,21,2,ROR/Bonded
2018,Qtr 2,May,22,0,Detained
2018,Qtr 2,May,22,1,ROR/Bonded
2018,Qtr 2,May,23,0,Detained
2018,Qtr 2,May,23,4,ROR/Bonded
2018,Qtr 2,May,24,0,Detained
2018,Qtr 2,May,24,1,ROR/Bonded
2018,Qtr 2,May,25,0,Detained
2018,Qtr 2,May,25,16,ROR/Bonded
2018,Qtr 2,May,26,5,Detained
2018,Qtr 2,May,26,31,ROR/Bonded
2018,Qtr 2,May,29,0,Detained
2018,Qtr 2,May,29,2,ROR/Bonded
2018,Qtr 2,May,30,0,Detained
2018,Qtr 2,May,30,1,ROR/Bonded
2018,Qtr 2,May,31,0,Detained
2018,Qtr 2,May,31,20,ROR/Bonded
2018,Qtr 2,June,1,2,Detained
2018,Qtr 2,June,1,14,ROR/Bonded
2018,Qtr 2,June,3,38,ROR/Bonded
2018,Qtr 2,June,4,0,Detained
2018,Qtr 2,June,4,7,ROR/Bonded
2018,Qtr 2,June,5,0,Detained
2018,Qtr 2,June,5,1,ROR/Bonded
2018,Qtr 2,June,6,0,Detained
2018,Qtr 2,June,6,12,ROR/Bonded
2018,Qtr 2,June,7,0,Detained
2018,Qtr 2,June,7,1,ROR/Bonded
2018,Qtr 2,June,8,0,Detained
2018,Qtr 2,June,8,0,ROR/Bonded
2018,Qtr 2,June,9,969,Detained
2018,Qtr 2,June,9,3,ROR/Bonded
2018,Qtr 2,June,10,15,Detained
2018,Qtr 2,June,10,2,ROR/Bonded
2018,Qtr 2,June,11,0,Detained
2018,Qtr 2,June,11,3,ROR/Bonded
2018,Qtr 2,June,12,0,Detained
2018,Qtr 2,June,12,3,ROR/Bonded
2018,Qtr 2,June,13,0,Detained
2018,Qtr 2,June,13,13,ROR/Bonded
2018,Qtr 2,June,14,0,Detained
2018,Qtr 2,June,14,1,ROR/Bonded
2018,Qtr 2,June,15,0,Detained
2018,Qtr 2,June,15,3,ROR/Bonded
2018,Qtr 2,June,16,3,ROR/Bonded
2018,Qtr 2,June,17,31,ROR/Bonded
2018,Qtr 2,June,18,0,Detained
2018,Qtr 2,June,18,17,ROR/Bonded
2018,Qtr 2,June,19,0,Detained
2018,Qtr 2,June,19,17,ROR/Bonded
2018,Qtr 2,June,20,0,Detained
2018,Qtr 2,June,20,33,ROR/Bonded
2018,Qtr 2,June,21,0,Detained
2018,Qtr 2,June,21,19,ROR/Bonded
2018,Qtr 2,June,22,3,Detained
2018,Qtr 2,June,22,31,ROR/Bonded
2018,Qtr 2,June,23,22,Detained
2018,Qtr 2,June,23,30,ROR/Bonded
2018,Qtr 2,June,25,0,Detained
2018,Qtr 2,June,25,7,ROR/Bonded
2018,Qtr 2,June,26,0,Detained
2018,Qtr 2,June,26,13,ROR/Bonded
2018,Qtr 2,June,27,0,Detained
2018,Qtr 2,June,27,18,ROR/Bonded
2018,Qtr 2,June,28,0,Detained
2018,Qtr 2,June,28,13,ROR/Bonded
2018,Qtr 2,June,29,0,Detained
2018,Qtr 2,June,29,2,ROR/Bonded
2018,Qtr 2,June,30,12,ROR/Bonded
2018,Qtr 3,July,1,5,ROR/Bonded
2018,Qtr 3,July,2,0,Detained
2018,Qtr 3,July,2,1,ROR/Bonded
2018,Qtr 3,July,3,0,Detained
2018,Qtr 3,July,3,2,ROR/Bonded
2018,Qtr 3,July,5,0,Detained
2018,Qtr 3,July,5,9,ROR/Bonded
2018,Qtr 3,July,6,0,Detained
2018,Qtr 3,July,6,21,ROR/Bonded
2018,Qtr 3,July,7,2,Detained
2018,Qtr 3,July,7,5,ROR/Bonded
2018,Qtr 3,July,8,17,ROR/Bonded
2018,Qtr 3,July,9,0,Detained
2018,Qtr 3,July,9,1,ROR/Bonded
2018,Qtr 3,July,10,0,Detained
2018,Qtr 3,July,10,13,ROR/Bonded
2018,Qtr 3,July,11,0,Detained
2018,Qtr 3,July,11,21,ROR/Bonded
2018,Qtr 3,July,12,0,Detained
2018,Qtr 3,July,12,1,ROR/Bonded
2018,Qtr 3,July,13,0,Detained
2018,Qtr 3,July,13,4,ROR/Bonded
2018,Qtr 3,July,14,2,Detained
2018,Qtr 3,July,14,13,ROR/Bonded
2018,Qtr 3,July,16,0,Detained
2018,Qtr 3,July,16,11,ROR/Bonded
2018,Qtr 3,July,17,0,Detained
2018,Qtr 3,July,17,14,ROR/Bonded
2018,Qtr 3,July,18,0,Detained
2018,Qtr 3,July,18,25,ROR/Bonded
2018,Qtr 3,July,19,0,Detained
2018,Qtr 3,July,19,1,ROR/Bonded
2018,Qtr 3,July,20,0,Detained
2018,Qtr 3,July,20,19,ROR/Bonded
2018,Qtr 3,July,23,0,Detained
2018,Qtr 3,July,23,10,ROR/Bonded
2018,Qtr 3,July,24,0,Detained
2018,Qtr 3,July,24,26,ROR/Bonded
2018,Qtr 3,July,25,0,Detained
2018,Qtr 3,July,25,6,ROR/Bonded
2018,Qtr 3,July,26,0,Detained
2018,Qtr 3,July,26,30,ROR/Bonded
2018,Qtr 3,July,27,0,Detained
2018,Qtr 3,July,27,26,ROR/Bonded
2018,Qtr 3,July,29,31,ROR/Bonded
2018,Qtr 3,July,30,0,Detained
2018,Qtr 3,July,30,17,ROR/Bonded
2018,Qtr 3,July,31,0,Detained
2018,Qtr 3,July,31,0,ROR/Bonded
2018,Qtr 3,August,1,0,Detained
2018,Qtr 3,August,1,12,ROR/Bonded
2018,Qtr 3,August,2,0,Detained
2018,Qtr 3,August,2,3,ROR/Bonded
2018,Qtr 3,August,3,0,Detained
2018,Qtr 3,August,3,11,ROR/Bonded
2018,Qtr 3,August,6,0,Detained
2018,Qtr 3,August,6,32,ROR/Bonded
2018,Qtr 3,August,7,0,Detained
2018,Qtr 3,August,7,25,ROR/Bonded
2018,Qtr 3,August,8,0,Detained
2018,Qtr 3,August,8,19,ROR/Bonded
2018,Qtr 3,August,9,0,Detained
2018,Qtr 3,August,9,4,ROR/Bonded
2018,Qtr 3,August,10,0,Detained
2018,Qtr 3,August,10,14,ROR/Bonded
2018,Qtr 3,August,13,0,Detained
2018,Qtr 3,August,13,1,ROR/Bonded
2018,Qtr 3,August,14,0,Detained
2018,Qtr 3,August,14,35,ROR/Bonded
2018,Qtr 3,August,15,1,Detained
2018,Qtr 3,August,15,26,ROR/Bonded
2018,Qtr 3,August,16,0,Detained
2018,Qtr 3,August,16,4,ROR/Bonded
2018,Qtr 3,August,17,0,Detained
2018,Qtr 3,August,17,4,ROR/Bonded
2018,Qtr 3,August,20,0,Detained
2018,Qtr 3,August,20,2,ROR/Bonded
2018,Qtr 3,August,21,0,Detained
2018,Qtr 3,August,21,7,ROR/Bonded
2018,Qtr 3,August,22,0,Detained
2018,Qtr 3,August,22,5,ROR/Bonded
2018,Qtr 3,August,23,0,Detained
2018,Qtr 3,August,23,25,ROR/Bonded
2018,Qtr 3,August,24,0,Detained
2018,Qtr 3,August,24,38,ROR/Bonded
2018,Qtr 3,August,25,3,Detained
2018,Qtr 3,August,27,0,Detained
2018,Qtr 3,August,27,1,ROR/Bonded
2018,Qtr 3,August,28,0,Detained
2018,Qtr 3,August,28,45,ROR/Bonded
2018,Qtr 3,August,29,0,Detained
2018,Qtr 3,August,29,14,ROR/Bonded
2018,Qtr 3,August,30,0,Detained
2018,Qtr 3,August,30,13,ROR/Bonded
2018,Qtr 3,August,31,2,Detained
2018,Qtr 3,August,31,19,ROR/Bonded
2018,Qtr 3,September,4,0,Detained
2018,Qtr 3,September,4,21,ROR/Bonded
2018,Qtr 3,September,5,0,Detained
2018,Qtr 3,September,5,1,ROR/Bonded
2018,Qtr 3,September,6,0,Detained
2018,Qtr 3,September,6,35,ROR/Bonded
2018,Qtr 3,September,7,0,Detained
2018,Qtr 3,September,7,8,ROR/Bonded
2018,Qtr 3,September,10,0,Detained
2018,Qtr 3,September,10,7,ROR/Bonded
2018,Qtr 3,September,11,0,Detained
2018,Qtr 3,September,11,2,ROR/Bonded
2018,Qtr 3,September,12,0,Detained
2018,Qtr 3,September,12,28,ROR/Bonded
2018,Qtr 3,September,13,0,Detained
2018,Qtr 3,September,13,4,ROR/Bonded
2018,Qtr 3,September,14,0,Detained
2018,Qtr 3,September,14,3,ROR/Bonded
2018,Qtr 3,September,17,0,Detained
2018,Qtr 3,September,17,10,ROR/Bonded
2018,Qtr 3,September,18,0,Detained
2018,Qtr 3,September,18,2,ROR/Bonded
2018,Qtr 3,September,19,0,Detained
2018,Qtr 3,September,19,16,ROR/Bonded
2018,Qtr 3,September,20,0,Detained
2018,Qtr 3,September,20,4,ROR/Bonded
2018,Qtr 3,September,21,0,Detained
2018,Qtr 3,September,21,10,ROR/Bonded
2018,Qtr 3,September,23,7,ROR/Bonded
2018,Qtr 3,September,24,0,Detained
2018,Qtr 3,September,24,24,ROR/Bonded
2018,Qtr 3,September,25,0,Detained
2018,Qtr 3,September,25,20,ROR/Bonded
2018,Qtr 3,September,26,0,Detained
2018,Qtr 3,September,26,5,ROR/Bonded
2018,Qtr 3,September,27,0,Detained
2018,Qtr 3,September,27,21,ROR/Bonded
2018,Qtr 3,September,28,2,Detained
2018,Qtr 3,September,28,12,ROR/Bonded
2018,Qtr 4,October,1,0,Detained
2018,Qtr 4,October,1,4,ROR/Bonded
2018,Qtr 4,October,2,0,Detained
2018,Qtr 4,October,2,15,ROR/Bonded
2018,Qtr 4,October,3,0,Detained
2018,Qtr 4,October,3,21,ROR/Bonded
2018,Qtr 4,October,4,0,Detained
2018,Qtr 4,October,4,13,ROR/Bonded
2018,Qtr 4,October,5,0,Detained
2018,Qtr 4,October,5,14,ROR/Bonded
2018,Qtr 4,October,9,0,Detained
2018,Qtr 4,October,9,2,ROR/Bonded
2018,Qtr 4,October,10,0,Detained
2018,Qtr 4,October,10,34,ROR/Bonded
2018,Qtr 4,October,11,0,Detained
2018,Qtr 4,October,11,19,ROR/Bonded
2018,Qtr 4,October,12,0,Detained
2018,Qtr 4,October,12,0,ROR/Bonded
2018,Qtr 4,October,15,0,Detained
2018,Qtr 4,October,15,1,ROR/Bonded
2018,Qtr 4,October,16,0,Detained
2018,Qtr 4,October,16,13,ROR/Bonded
2018,Qtr 4,October,17,0,Detained
2018,Qtr 4,October,17,1,ROR/Bonded
2018,Qtr 4,October,18,0,Detained
2018,Qtr 4,October,18,5,ROR/Bonded
2018,Qtr 4,October,19,0,Detained
2018,Qtr 4,October,19,20,ROR/Bonded
2018,Qtr 4,October,22,0,Detained
2018,Qtr 4,October,22,2,ROR/Bonded
2018,Qtr 4,October,23,0,Detained
2018,Qtr 4,October,23,29,ROR/Bonded
2018,Qtr 4,October,24,0,Detained
2018,Qtr 4,October,24,20,ROR/Bonded
2018,Qtr 4,October,25,0,Detained
2018,Qtr 4,October,25,13,ROR/Bonded
2018,Qtr 4,October,26,0,Detained
2018,Qtr 4,October,26,3,ROR/Bonded
2018,Qtr 4,October,29,0,Detained
2018,Qtr 4,October,29,1,ROR/Bonded
2018,Qtr 4,October,30,0,Detained
2018,Qtr 4,October,30,11,ROR/Bonded
2018,Qtr 4,October,31,0,Detained
2018,Qtr 4,October,31,2,ROR/Bonded
2018,Qtr 4,November,1,0,Detained
2018,Qtr 4,November,1,27,ROR/Bonded
2018,Qtr 4,November,2,0,Detained
2018,Qtr 4,November,2,4,ROR/Bonded
2018,Qtr 4,November,5,0,Detained
2018,Qtr 4,November,5,3,ROR/Bonded
2018,Qtr 4,November,6,0,Detained
2018,Qtr 4,November,6,3,ROR/Bonded
2018,Qtr 4,November,7,0,Detained
2018,Qtr 4,November,7,9,ROR/Bonded
2018,Qtr 4,November,8,0,Detained
2018,Qtr 4,November,8,35,ROR/Bonded
2018,Qtr 4,November,9,0,Detained
2018,Qtr 4,November,9,7,ROR/Bonded
2018,Qtr 4,November,10,3,Detained
2018,Qtr 4,November,13,0,Detained
2018,Qtr 4,November,13,14,ROR/Bonded
2018,Qtr 4,November,14,0,Detained
2018,Qtr 4,November,14,29,ROR/Bonded
2018,Qtr 4,November,15,0,Detained
2018,Qtr 4,November,15,15,ROR/Bonded
2018,Qtr 4,November,16,0,Detained
2018,Qtr 4,November,16,15,ROR/Bonded
2018,Qtr 4,November,17,20,ROR/Bonded
2018,Qtr 4,November,19,0,Detained
2018,Qtr 4,November,19,1,ROR/Bonded
2018,Qtr 4,November,20,0,Detained
2018,Qtr 4,November,20,30,ROR/Bonded
2018,Qtr 4,November,21,4,Detained
2018,Qtr 4,November,21,15,ROR/Bonded
2018,Qtr 4,November,26,0,Detained
2018,Qtr 4,November,26,32,ROR/Bonded
2018,Qtr 4,November,27,0,Detained
2018,Qtr 4,November,27,0,ROR/Bonded
2018,Qtr 4,November,28,0,Detained
2018,Qtr 4,November,28,4,ROR/Bonded
2018,Qtr 4,November,29,0,Detained
2018,Qtr 4,November,29,32,ROR/Bonded
2018,Qtr 4,November,30,0,Detained
2018,Qtr 4,November,30,23,ROR/Bonded
2018,Qtr 4,December,3,0,Detained
2018,Qtr 4,December,3,1,ROR/Bonded
2018,Qtr 4,December,4,0,Detained
2018,Qtr 4,December,4,2,ROR/Bonded
2018,Qtr 4,December,5,0,Detained
2018,Qtr 4,December,5,5,ROR/Bonded
2018,Qtr 4,December,6,0,Detained
2018,Qtr 4,December,6,34,ROR/Bonded
2018,Qtr 4,December,7,0,Detained
2018,Qtr 4,December,7,4,ROR/Bonded
2018,Qtr 4,December,8,2,Detained
2018,Qtr 4,December,10,0,Detained
2018,Qtr 4,December,10,2,ROR/Bonded
2018,Qtr 4,December,11,0,Detained
2018,Qtr 4,December,11,1,ROR/Bonded
2018,Qtr 4,December,12,0,Detained
2018,Qtr 4,December,12,29,ROR/Bonded
2018,Qtr 4,December,13,0,Detained
2018,Qtr 4,December,13,3,ROR/Bonded
2018,Qtr 4,December,14,0,Detained
2018,Qtr 4,December,14,16,ROR/Bonded
2018,Qtr 4,December,17,0,Detained
2018,Qtr 4,December,17,21,ROR/Bonded
2018,Qtr 4,December,18,0,Detained
2018,Qtr 4,December,18,1,ROR/Bonded
2018,Qtr 4,December,19,0,Detained
2018,Qtr 4,December,19,27,ROR/Bonded
2018,Qtr 4,December,20,0,Detained
2018,Qtr 4,December,20,10,ROR/Bonded
2018,Qtr 4,December,21,0,Detained
2018,Qtr 4,December,21,5,ROR/Bonded
2018,Qtr 4,December,22,2,Detained
2018,Qtr 4,December,24,0,Detained
2018,Qtr 4,December,24,6,ROR/Bonded
2018,Qtr 4,December,26,0,Detained
2018,Qtr 4,December,26,8,ROR/Bonded
2018,Qtr 4,December,27,0,Detained
2018,Qtr 4,December,27,21,ROR/Bonded
2018,Qtr 4,December,28,0,Detained
2018,Qtr 4,December,28,3,ROR/Bonded
2018,Qtr 4,December,31,0,Detained
2018,Qtr 4,December,31,2,ROR/Bonded
2019,Qtr 1,January,2,0,Detained
2019,Qtr 1,January,2,3,ROR/Bonded
2019,Qtr 1,January,3,0,Detained
2019,Qtr 1,January,3,5,ROR/Bonded
2019,Qtr 1,January,4,0,Detained
2019,Qtr 1,January,4,32,ROR/Bonded
2019,Qtr 1,January,5,11,ROR/Bonded
2019,Qtr 1,January,6,2,Detained
2019,Qtr 1,January,7,0,Detained
2019,Qtr 1,January,7,9,ROR/Bonded
2019,Qtr 1,January,8,0,Detained
2019,Qtr 1,January,8,8,ROR/Bonded
2019,Qtr 1,January,9,0,Detained
2019,Qtr 1,January,9,1,ROR/Bonded
2019,Qtr 1,January,10,0,Detained
2019,Qtr 1,January,10,1,ROR/Bonded
2019,Qtr 1,January,11,0,Detained
2019,Qtr 1,January,11,0,ROR/Bonded
2019,Qtr 1,January,14,0,Detained
2019,Qtr 1,January,14,14,ROR/Bonded
2019,Qtr 1,January,15,0,Detained
2019,Qtr 1,January,15,1,ROR/Bonded
2019,Qtr 1,January,16,0,Detained
2019,Qtr 1,January,16,19,ROR/Bonded
2019,Qtr 1,January,17,0,Detained
2019,Qtr 1,January,17,9,ROR/Bonded
2019,Qtr 1,January,18,0,Detained
2019,Qtr 1,January,18,45,ROR/Bonded
2019,Qtr 1,January,19,8,ROR/Bonded
2019,Qtr 1,January,20,1,Detained
2019,Qtr 1,January,21,24,ROR/Bonded
2019,Qtr 1,January,22,0,Detained
2019,Qtr 1,January,22,17,ROR/Bonded
2019,Qtr 1,January,23,0,Detained
2019,Qtr 1,January,23,5,ROR/Bonded
2019,Qtr 1,January,24,0,Detained
2019,Qtr 1,January,24,21,ROR/Bonded
2019,Qtr 1,January,25,0,Detained
2019,Qtr 1,January,25,32,ROR/Bonded
2019,Qtr 1,January,28,0,Detained
2019,Qtr 1,January,28,1,ROR/Bonded
2019,Qtr 1,January,29,0,Detained
2019,Qtr 1,January,29,17,ROR/Bonded
2019,Qtr 1,January,30,0,Detained
2019,Qtr 1,January,30,4,ROR/Bonded
2019,Qtr 1,January,31,0,Detained
2019,Qtr 1,January,31,15,ROR/Bonded
2019,Qtr 1,February,1,0,Detained
2019,Qtr 1,February,1,6,ROR/Bonded
2019,Qtr 1,February,2,144,Detained
2019,Qtr 1,February,2,4,ROR/Bonded
2019,Qtr 1,February,3,38,ROR/Bonded
2019,Qtr 1,February,4,0,Detained
2019,Qtr 1,February,4,4,ROR/Bonded
2019,Qtr 1,February,5,0,Detained
2019,Qtr 1,February,5,7,ROR/Bonded
2019,Qtr 1,February,6,0,Detained
2019,Qtr 1,February,6,2,ROR/Bonded
2019,Qtr 1,February,7,0,Detained
2019,Qtr 1,February,7,4,ROR/Bonded
2019,Qtr 1,February,8,0,Detained
2019,Qtr 1,February,8,21,ROR/Bonded
2019,Qtr 1,February,9,2,Detained
2019,Qtr 1,February,9,18,ROR/Bonded
2019,Qtr 1,February,10,1,Detained
2019,Qtr 1,February,11,0,Detained
2019,Qtr 1,February,11,3,ROR/Bonded
2019,Qtr 1,February,12,0,Detained
2019,Qtr 1,February,12,18,ROR/Bonded
2019,Qtr 1,February,13,0,Detained
2019,Qtr 1,February,13,14,ROR/Bonded
2019,Qtr 1,February,14,0,Detained
2019,Qtr 1,February,14,1,ROR/Bonded
2019,Qtr 1,February,15,0,Detained
2019,Qtr 1,February,15,6,ROR/Bonded
2019,Qtr 1,February,16,6,Detained
2019,Qtr 1,February,16,19,ROR/Bonded
2019,Qtr 1,February,19,0,Detained
2019,Qtr 1,February,19,21,ROR/Bonded
2019,Qtr 1,February,20,0,Detained
2019,Qtr 1,February,20,15,ROR/Bonded
2019,Qtr 1,February,21,0,Detained
2019,Qtr 1,February,21,4,ROR/Bonded
2019,Qtr 1,February,22,0,Detained
2019,Qtr 1,February,22,17,ROR/Bonded
2019,Qtr 1,February,25,1,Detained
2019,Qtr 1,February,25,23,ROR/Bonded
2019,Qtr 1,February,26,0,Detained
2019,Qtr 1,February,26,6,ROR/Bonded
2019,Qtr 1,February,27,0,Detained
