Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2018,Qtr 1,March,28,14,Detained
2018,Qtr 1,March,28,137,ROR/Bonded
2018,Qtr 1,March,29,20,Detained
2018,Qtr 1,March,29,101,ROR/Bonded
2018,Qtr 2,April,2,48,Detained
2018,Qtr 2,April,2,102,ROR/Bonded
2018,Qtr 2,April,3,20,Detained
2018,Qtr 2,April,3,102,ROR/Bonded
2018,Qtr 2,April,4,2,Detained
2018,Qtr 2,April,4,87,ROR/Bonded
2018,Qtr 2,April,5,20,Detained
2018,Qtr 2,April,5,115,ROR/Bonded
2018,Qtr 2,April,6,3,Detained
2018,Qtr 2,April,6,142,ROR/Bonded
2018,Qtr 2,April,9,25,Detained
2018,Qtr 2,April,9,104,ROR/Bonded
2018,Qtr 2,April,10,75,Detained
2018,Qtr 2,April,10,97,ROR/Bonded
2018,Qtr 2,April,11,5,Detained
2018,Qtr 2,April,11,165,ROR/Bonded
2018,Qtr 2,April,12,23,Detained
2018,Qtr 2,April,12,171,ROR/Bonded
2018,Qtr 2,April,13,48,Detained
2018,Qtr 2,April,13,386,ROR/Bonded
2018,Qtr 2,April,16,32,Detained
2018,Qtr 2,April,16,80,ROR/Bonded
2018,Qtr 2,April,17,77,Detained
2018,Qtr 2,April,17,97,ROR/Bonded
2018,Qtr 2,April,18,13,Detained
2018,Qtr 2,April,18,125,ROR/Bonded
2018,Qtr 2,April,19,23,Detained
2018,Qtr 2,April,19,177,ROR/Bonded
2018,Qtr 2,April,20,7,Detained
2018,Qtr 2,April,20,178,ROR/Bonded
2018,Qtr 2,April,23,32,Detained
2018,Qtr 2,April,23,107,ROR/Bonded
2018,Qtr 2,April,24,35,Detained
2018,Qtr 2,April,24,103,ROR/Bonded
2018,Qtr 2,April,25,6,Detained
2018,Qtr 2,April,25,89,ROR/Bonded
2018,Qtr 2,April,26,45,Detained
2018,Qtr 2,April,26,178,ROR/Bonded
2018,Qtr 2,April,27,6,Detained
2018,Qtr 2,April,27,165,ROR/Bonded
2018,Qtr 2,April,30,35,Detained
2018,Qtr 2,April,30,81,ROR/Bonded
2018,Qtr 2,May,1,18,Detained
2018,Qtr 2,May,1,59,ROR/Bonded
2018,Qtr 2,May,2,2,Detained
2018,Qtr 2,May,2,142,ROR/Bonded
2018,Qtr 2,May,3,23,Detained
2018,Qtr 2,May,3,146,ROR/Bonded
2018,Qtr 2,May,4,356,Detained
2018,Qtr 2,May,4,70,ROR/Bonded
2018,Qtr 2,May,7,52,Detained
2018,Qtr 2,May,7,158,ROR/Bonded
2018,Qtr 2,May,8,12,Detained
2018,Qtr 2,May,8,113,ROR/Bonded
2018,Qtr 2,May,9,16,Detained
2018,Qtr 2,May,9,170,ROR/Bonded
2018,Qtr 2,May,10,26,Detained
2018,Qtr 2,May,10,111,ROR/Bonded
2018,Qtr 2,May,11,2,Detained
2018,Qtr 2,May,11,123,ROR/Bonded
2018,Qtr 2,May,14,13,Detained
2018,Qtr 2,May,14,114,ROR/Bonded
2018,Qtr 2,May,15,6,Detained
2018,Qtr 2,May,15,104,ROR/Bonded
2018,Qtr 2,May,16,9,Detained
2018,Qtr 2,May,16,92,ROR/Bonded
2018,Qtr 2,May,17,21,Detained
2018,Qtr 2,May,17,107,ROR/Bonded
2018,Qtr 2,May,18,4,Detained
2018,Qtr 2,May,18,270,ROR/Bonded
2018,Qtr 2,May,21,76,Detained
2018,Qtr 2,May,21,94,ROR/Bonded
2018,Qtr 2,May,22,119,Detained
2018,Qtr 2,May,22,97,ROR/Bonded
2018,Qtr 2,May,23,2,Detained
2018,Qtr 2,May,23,103,ROR/Bonded
2018,Qtr 2,May,24,39,Detained
2018,Qtr 2,May,24,93,ROR/Bonded
2018,Qtr 2,May,25,23,Detained
2018,Qtr 2,May,25,108,ROR/Bonded
2018,Qtr 2,May,29,17,Detained
2018,Qtr 2,May,29,83,ROR/Bonded
2018,Qtr 2,May,30,31,Detained
2018,Qtr 2,May,30,106,ROR/Bonded
2018,Qtr 2,May,31,18,Detained
2018,Qtr 2,May,31,154,ROR/Bonded
2018,Qtr 2,June,1,3,Detained
2018,Qtr 2,June,1,46,ROR/Bonded
2018,Qtr 2,June,4,27,Detained
2018,Qtr 2,June,4,124,ROR/Bonded
2018,Qtr 2,June,5,18,Detained
2018,Qtr 2,June,5,68,ROR/Bonded
2018,Qtr 2,June,6,7,Detained
2018,Qtr 2,June,6,92,ROR/Bonded
2018,Qtr 2,June,7,89,Detained
2018,Qtr 2,June,7,117,ROR/Bonded
2018,Qtr 2,June,8,2,Detained
2018,Qtr 2,June,8,61,ROR/Bonded
2018,Qtr 2,June,11,28,Detained
2018,Qtr 2,June,11,130,ROR/Bonded
2018,Qtr 2,June,12,70,Detained
2018,Qtr 2,June,12,86,ROR/Bonded
2018,Qtr 2,June,13,2,Detained
2018,Qtr 2,June,13,105,ROR/Bonded
2018,Qtr 2,June,14,23,Detained
2018,Qtr 2,June,14,149,ROR/Bonded
2018,Qtr 2,June,15,4,Detained
2018,Qtr 2,June,15,74,ROR/Bonded
2018,Qtr 2,June,18,13,Detained
2018,Qtr 2,June,18,127,ROR/Bonded
2018,Qtr 2,June,19,7,Detained
2018,Qtr 2,June,19,123,ROR/Bonded
2018,Qtr 2,June,20,1,Detained
2018,Qtr 2,June,20,79,ROR/Bonded
2018,Qtr 2,June,21,23,Detained
2018,Qtr 2,June,21,105,ROR/Bonded
2018,Qtr 2,June,22,1,Detained
2018,Qtr 2,June,22,44,ROR/Bonded
2018,Qtr 2,June,25,7,Detained
2018,Qtr 2,June,25,100,ROR/Bonded
2018,Qtr 2,June,26,27,Detained
2018,Qtr 2,June,26,117,ROR/Bonded
2018,Qtr 2,June,27,4,Detained
2018,Qtr 2,June,27,148,ROR/Bonded
2018,Qtr 2,June,28,30,Detained
2018,Qtr 2,June,28,120,ROR/Bonded
2018,Qtr 2,June,29,20,Detained
2018,Qtr 2,June,29,85,ROR/Bonded
2018,Qtr 3,July,2,34,Detained
2018,Qtr 3,July,2,112,ROR/Bonded
2018,Qtr 3,July,3,13,Detained
2018,Qtr 3,July,3,76,ROR/Bonded
2018,Qtr 3,July,5,9,Detained
2018,Qtr 3,July,5,119,ROR/Bonded
2018,Qtr 3,July,6,8,Detained
2018,Qtr 3,July,6,95,ROR/Bonded
2018,Qtr 3,July,7,1192,Detained
2018,Qtr 3,July,9,27,Detained
2018,Qtr 3,July,9,118,ROR/Bonded
2018,Qtr 3,July,10,12,Detained
2018,Qtr 3,July,10,95,ROR/Bonded
2018,Qtr 3,July,11,16,Detained
2018,Qtr 3,July,11,106,ROR/Bonded
2018,Qtr 3,July,12,11,Detained
2018,Qtr 3,July,12,140,ROR/Bonded
2018,Qtr 3,July,13,11,Detained
2018,Qtr 3,July,13,191,ROR/Bonded
2018,Qtr 3,July,16,28,Detained
2018,Qtr 3,July,16,124,ROR/Bonded
2018,Qtr 3,July,17,48,Detained
2018,Qtr 3,July,17,136,ROR/Bonded
2018,Qtr 3,July,18,2,Detained
2018,Qtr 3,July,18,103,ROR/Bonded
2018,Qtr 3,July,19,28,Detained
2018,Qtr 3,July,19,118,ROR/Bonded
2018,Qtr 3,July,20,9,Detained
2018,Qtr 3,July,20,131,ROR/Bonded
2018,Qtr 3,July,23,27,Detained
2018,Qtr 3,July,23,117,ROR/Bonded
2018,Qtr 3,July,24,40,Detained
2018,Qtr 3,July,24,108,ROR/Bonded
2018,Qtr 3,July,25,2,Detained
2018,Qtr 3,July,25,141,ROR/Bonded
2018,Qtr 3,July,26,35,Detained
2018,Qtr 3,July,26,123,ROR/Bonded
2018,Qtr 3,July,27,4,Detained
2018,Qtr 3,July,27,87,ROR/Bonded
2018,Qtr 3,July,30,41,Detained
2018,Qtr 3,July,30,119,ROR/Bonded
2018,Qtr 3,July,31,31,Detained
2018,Qtr 3,July,31,107,ROR/Bonded
2018,Qtr 3,August,1,2,Detained
2018,Qtr 3,August,1,167,ROR/Bonded
2018,Qtr 3,August,2,27,Detained
2018,Qtr 3,August,2,178,ROR/Bonded
2018,Qtr 3,August,3,4,Detained
2018,Qtr 3,August,3,123,ROR/Bonded
2018,Qtr 3,August,6,38,Detained
2018,Qtr 3,August,6,132,ROR/Bonded
2018,Qtr 3,August,7,6,Detained
2018,Qtr 3,August,7,95,ROR/Bonded
2018,Qtr 3,August,8,2,Detained
2018,Qtr 3,August,8,127,ROR/Bonded
2018,Qtr 3,August,9,37,Detained
2018,Qtr 3,August,9,136,ROR/Bonded
2018,Qtr 3,August,10,12,Detained
2018,Qtr 3,August,10,53,ROR/Bonded
2018,Qtr 3,August,13,40,Detained
2018,Qtr 3,August,13,93,ROR/Bonded
2018,Qtr 3,August,14,12,Detained
2018,Qtr 3,August,14,108,ROR/Bonded
2018,Qtr 3,August,15,18,Detained
2018,Qtr 3,August,15,206,ROR/Bonded
2018,Qtr 3,August,16,66,Detained
2018,Qtr 3,August,16,139,ROR/Bonded
2018,Qtr 3,August,17,10,Detained
2018,Qtr 3,August,17,112,ROR/Bonded
2018,Qtr 3,August,20,27,Detained
2018,Qtr 3,August,20,150,ROR/Bonded
2018,Qtr 3,August,21,35,Detained
2018,Qtr 3,August,21,98,ROR/Bonded
2018,Qtr 3,August,22,2,Detained
2018,Qtr 3,August,22,100,ROR/Bonded
2018,Qtr 3,August,23,20,Detained
2018,Qtr 3,August,23,158,ROR/Bonded
2018,Qtr 3,August,24,32,Detained
2018,Qtr 3,August,24,77,ROR/Bonded
2018,Qtr 3,August,27,29,Detained
2018,Qtr 3,August,27,148,ROR/Bonded
2018,Qtr 3,August,28,11,Detained
2018,Qtr 3,August,28,90,ROR/Bonded
2018,Qtr 3,August,29,5,Detained
2018,Qtr 3,August,29,155,ROR/Bonded
2018,Qtr 3,August,30,23,Detained
2018,Qtr 3,August,30,143,ROR/Bonded
2018,Qtr 3,August,31,2,Detained
2018,Qtr 3,August,31,57,ROR/Bonded
2018,Qtr 3,September,1,52,ROR/Bonded
2018,Qtr 3,September,4,8,Detained
2018,Qtr 3,September,4,110,ROR/Bonded
2018,Qtr 3,September,5,116,Detained
2018,Qtr 3,September,5,142,ROR/Bonded
2018,Qtr 3,September,6,16,Detained
2018,Qtr 3,September,6,151,ROR/Bonded
2018,Qtr 3,September,7,8,Detained
2018,Qtr 3,September,7,154,ROR/Bonded
2018,Qtr 3,September,10,55,Detained
2018,Qtr 3,September,10,133,ROR/Bonded
2018,Qtr 3,September,11,41,Detained
2018,Qtr 3,September,11,97,ROR/Bonded
2018,Qtr 3,September,12,2,Detained
2018,Qtr 3,September,12,120,ROR/Bonded
2018,Qtr 3,September,13,24,Detained
2018,Qtr 3,September,13,197,ROR/Bonded
2018,Qtr 3,September,14,14,Detained
2018,Qtr 3,September,14,74,ROR/Bonded
2018,Qtr 3,September,17,37,Detained
2018,Qtr 3,September,17,109,ROR/Bonded
2018,Qtr 3,September,18,12,Detained
2018,Qtr 3,September,18,97,ROR/Bonded
2018,Qtr 3,September,19,7,Detained
2018,Qtr 3,September,19,121,ROR/Bonded
2018,Qtr 3,September,20,31,Detained
2018,Qtr 3,September,20,113,ROR/Bonded
2018,Qtr 3,September,21,2,Detained
2018,Qtr 3,September,21,78,ROR/Bonded
2018,Qtr 3,September,24,30,Detained
2018,Qtr 3,September,24,126,ROR/Bonded
2018,Qtr 3,September,25,8,Detained
2018,Qtr 3,September,25,105,ROR/Bonded
2018,Qtr 3,September,26,15,Detained
2018,Qtr 3,September,26,226,ROR/Bonded
2018,Qtr 3,September,27,28,Detained
2018,Qtr 3,September,27,132,ROR/Bonded
2018,Qtr 3,September,28,42,Detained
2018,Qtr 3,September,28,90,ROR/Bonded
2018,Qtr 4,October,1,29,Detained
2018,Qtr 4,October,1,145,ROR/Bonded
2018,Qtr 4,October,2,14,Detained
2018,Qtr 4,October,2,72,ROR/Bonded
2018,Qtr 4,October,3,4,Detained
2018,Qtr 4,October,3,91,ROR/Bonded
2018,Qtr 4,October,4,76,Detained
2018,Qtr 4,October,4,114,ROR/Bonded
2018,Qtr 4,October,5,49,Detained
2018,Qtr 4,October,5,64,ROR/Bonded
2018,Qtr 4,October,8,1978,ROR/Bonded
2018,Qtr 4,October,9,8,Detained
2018,Qtr 4,October,9,123,ROR/Bonded
2018,Qtr 4,October,10,12,Detained
2018,Qtr 4,October,10,99,ROR/Bonded
2018,Qtr 4,October,11,8,Detained
2018,Qtr 4,October,11,84,ROR/Bonded
2018,Qtr 4,October,12,13,Detained
2018,Qtr 4,October,12,55,ROR/Bonded
2018,Qtr 4,October,13,229,Detained
2018,Qtr 4,October,15,59,Detained
2018,Qtr 4,October,15,204,ROR/Bonded
2018,Qtr 4,October,16,28,Detained
2018,Qtr 4,October,16,102,ROR/Bonded
2018,Qtr 4,October,17,2,Detained
2018,Qtr 4,October,17,104,ROR/Bonded
2018,Qtr 4,October,18,80,Detained
2018,Qtr 4,October,18,150,ROR/Bonded
2018,Qtr 4,October,19,13,Detained
2018,Qtr 4,October,19,85,ROR/Bonded
2018,Qtr 4,October,22,48,Detained
2018,Qtr 4,October,22,133,ROR/Bonded
2018,Qtr 4,October,23,18,Detained
2018,Qtr 4,October,23,103,ROR/Bonded
2018,Qtr 4,October,24,2,Detained
2018,Qtr 4,October,24,118,ROR/Bonded
2018,Qtr 4,October,25,38,Detained
2018,Qtr 4,October,25,202,ROR/Bonded
2018,Qtr 4,October,26,7,Detained
2018,Qtr 4,October,26,72,ROR/Bonded
2018,Qtr 4,October,29,42,Detained
2018,Qtr 4,October,29,136,ROR/Bonded
2018,Qtr 4,October,30,25,Detained
2018,Qtr 4,October,30,106,ROR/Bonded
2018,Qtr 4,October,31,20,Detained
2018,Qtr 4,October,31,134,ROR/Bonded
2018,Qtr 4,November,1,22,Detained
2018,Qtr 4,November,1,183,ROR/Bonded
2018,Qtr 4,November,2,16,Detained
2018,Qtr 4,November,2,107,ROR/Bonded
2018,Qtr 4,November,5,21,Detained
2018,Qtr 4,November,5,109,ROR/Bonded
2018,Qtr 4,November,6,46,Detained
2018,Qtr 4,November,6,84,ROR/Bonded
2018,Qtr 4,November,7,1,Detained
2018,Qtr 4,November,7,121,ROR/Bonded
2018,Qtr 4,November,8,22,Detained
2018,Qtr 4,November,8,121,ROR/Bonded
2018,Qtr 4,November,9,24,Detained
2018,Qtr 4,November,9,72,ROR/Bonded
2018,Qtr 4,November,13,11,Detained
2018,Qtr 4,November,13,89,ROR/Bonded
2018,Qtr 4,November,14,16,Detained
2018,Qtr 4,November,14,140,ROR/Bonded
2018,Qtr 4,November,15,16,Detained
2018,Qtr 4,November,15,141,ROR/Bonded
2018,Qtr 4,November,16,156,Detained
2018,Qtr 4,November,16,343,ROR/Bonded
2018,Qtr 4,November,18,113,ROR/Bonded
2018,Qtr 4,November,19,12,Detained
2018,Qtr 4,November,19,115,ROR/Bonded
2018,Qtr 4,November,20,19,Detained
2018,Qtr 4,November,20,118,ROR/Bonded
2018,Qtr 4,November,21,25,Detained
2018,Qtr 4,November,21,119,ROR/Bonded
2018,Qtr 4,November,26,20,Detained
2018,Qtr 4,November,26,119,ROR/Bonded
2018,Qtr 4,November,27,21,Detained
2018,Qtr 4,November,27,98,ROR/Bonded
2018,Qtr 4,November,28,2,Detained
2018,Qtr 4,November,28,105,ROR/Bonded
2018,Qtr 4,November,29,51,Detained
2018,Qtr 4,November,29,139,ROR/Bonded
2018,Qtr 4,November,30,3,Detained
2018,Qtr 4,November,30,60,ROR/Bonded
2018,Qtr 4,December,1,252,ROR/Bonded
2018,Qtr 4,December,3,31,Detained
2018,Qtr 4,December,3,103,ROR/Bonded
2018,Qtr 4,December,4,64,Detained
2018,Qtr 4,December,4,105,ROR/Bonded
2018,Qtr 4,December,5,15,Detained
2018,Qtr 4,December,5,119,ROR/Bonded
2018,Qtr 4,December,6,80,Detained
2018,Qtr 4,December,6,117,ROR/Bonded
2018,Qtr 4,December,7,71,Detained
2018,Qtr 4,December,7,119,ROR/Bonded
2018,Qtr 4,December,10,54,Detained
2018,Qtr 4,December,10,136,ROR/Bonded
2018,Qtr 4,December,11,27,Detained
2018,Qtr 4,December,11,139,ROR/Bonded
2018,Qtr 4,December,12,2,Detained
2018,Qtr 4,December,12,152,ROR/Bonded
2018,Qtr 4,December,13,127,Detained
2018,Qtr 4,December,13,145,ROR/Bonded
2018,Qtr 4,December,14,16,Detained
2018,Qtr 4,December,14,93,ROR/Bonded
2018,Qtr 4,December,17,20,Detained
2018,Qtr 4,December,17,87,ROR/Bonded
2018,Qtr 4,December,18,78,Detained
2018,Qtr 4,December,18,123,ROR/Bonded
2018,Qtr 4,December,19,11,Detained
2018,Qtr 4,December,19,121,ROR/Bonded
2018,Qtr 4,December,20,47,Detained
2018,Qtr 4,December,20,150,ROR/Bonded
2018,Qtr 4,December,21,14,Detained
2018,Qtr 4,December,21,57,ROR/Bonded
2018,Qtr 4,December,24,14,Detained
2018,Qtr 4,December,24,132,ROR/Bonded
2018,Qtr 4,December,26,11,Detained
2018,Qtr 4,December,26,92,ROR/Bonded
2018,Qtr 4,December,27,3,Detained
2018,Qtr 4,December,27,106,ROR/Bonded
2018,Qtr 4,December,28,4,Detained
2018,Qtr 4,December,28,125,ROR/Bonded
2018,Qtr 4,December,31,13,Detained
2018,Qtr 4,December,31,76,ROR/Bonded
2019,Qtr 1,January,2,55,Detained
2019,Qtr 1,January,2,119,ROR/Bonded
2019,Qtr 1,January,3,24,Detained
2019,Qtr 1,January,3,174,ROR/Bonded
2019,Qtr 1,January,4,8,Detained
2019,Qtr 1,January,4,80,ROR/Bonded
2019,Qtr 1,January,7,28,Detained
2019,Qtr 1,January,7,152,ROR/Bonded
2019,Qtr 1,January,8,36,Detained
2019,Qtr 1,January,8,123,ROR/Bonded
2019,Qtr 1,January,9,2,Detained
2019,Qtr 1,January,9,156,ROR/Bonded
2019,Qtr 1,January,10,31,Detained
2019,Qtr 1,January,10,187,ROR/Bonded
2019,Qtr 1,January,11,9,Detained
2019,Qtr 1,January,11,121,ROR/Bonded
2019,Qtr 1,January,14,34,Detained
2019,Qtr 1,January,14,132,ROR/Bonded
2019,Qtr 1,January,15,114,Detained
2019,Qtr 1,January,15,104,ROR/Bonded
2019,Qtr 1,January,16,8,Detained
2019,Qtr 1,January,16,163,ROR/Bonded
2019,Qtr 1,January,17,78,Detained
2019,Qtr 1,January,17,142,ROR/Bonded
2019,Qtr 1,January,18,9,Detained
2019,Qtr 1,January,18,97,ROR/Bonded
2019,Qtr 1,January,21,1084,ROR/Bonded
2019,Qtr 1,January,22,52,Detained
2019,Qtr 1,January,22,139,ROR/Bonded
2019,Qtr 1,January,23,37,Detained
2019,Qtr 1,January,23,115,ROR/Bonded
2019,Qtr 1,January,24,24,Detained
2019,Qtr 1,January,24,187,ROR/Bonded
2019,Qtr 1,January,25,2,Detained
2019,Qtr 1,January,25,114,ROR/Bonded
2019,Qtr 1,January,28,32,Detained
2019,Qtr 1,January,28,115,ROR/Bonded
2019,Qtr 1,January,29,34,Detained
2019,Qtr 1,January,29,140,ROR/Bonded
2019,Qtr 1,January,30,28,Detained
2019,Qtr 1,January,30,123,ROR/Bonded
2019,Qtr 1,January,31,25,Detained
2019,Qtr 1,January,31,342,ROR/Bonded
2019,Qtr 1,February,1,6,Detained
2019,Qtr 1,February,1,142,ROR/Bonded
2019,Qtr 1,February,4,4,Detained
2019,Qtr 1,February,4,107,ROR/Bonded
2019,Qtr 1,February,5,63,Detained
2019,Qtr 1,February,5,133,ROR/Bonded
2019,Qtr 1,February,6,30,Detained
2019,Qtr 1,February,6,120,ROR/Bonded
2019,Qtr 1,February,7,117,Detained
2019,Qtr 1,February,7,154,ROR/Bonded
2019,Qtr 1,February,8,2,Detained
2019,Qtr 1,February,8,58,ROR/Bonded
2019,Qtr 1,February,9,5,Detained
2019,Qtr 1,February,11,34,Detained
2019,Qtr 1,February,11,64,ROR/Bonded
2019,Qtr 1,February,13,41,Detained
2019,Qtr 1,February,13,110,ROR/Bonded
2019,Qtr 1,February,14,21,Detained
2019,Qtr 1,February,14,79,ROR/Bonded
2019,Qtr 1,February,15,16,Detained
2019,Qtr 1,February,15,155,ROR/Bonded
2019,Qtr 1,February,19,15,Detained
2019,Qtr 1,February,19,130,ROR/Bonded
2019,Qtr 1,February,20,9,Detained
2019,Qtr 1,February,20,142,ROR/Bonded
2019,Qtr 1,February,21,15,Detained
2019,Qtr 1,February,21,170,ROR/Bonded
2019,Qtr 1,February,22,9,Detained
2019,Qtr 1,February,22,64,ROR/Bonded
2019,Qtr 1,February,25,15,Detained
2019,Qtr 1,February,25,124,ROR/Bonded
2019,Qtr 1,February,26,17,Detained
2019,Qtr 1,February,26,108,ROR/Bonded
2019,Qtr 1,February,27,2,Detained
2019,Qtr 1,February,27,176,ROR/Bonded
2019,Qtr 1,February,28,36,Detained
2019,Qtr 1,February,28,199,ROR/Bonded
2019,Qtr 1,March,1,25,Detained
2019,Qtr 1,March,1,211,ROR/Bonded
2019,Qtr 1,March,4,35,Detained
2019,Qtr 1,March,4,117,ROR/Bonded
2019,Qtr 1,March,5,14,Detained
2019,Qtr 1,March,5,84,ROR/Bonded
2019,Qtr 1,March,6,8,Detained
2019,Qtr 1,March,6,131,ROR/Bonded
2019,Qtr 1,March,7,37,Detained
2019,Qtr 1,March,7,159,ROR/Bonded
2019,Qtr 1,March,8,10,Detained
2019,Qtr 1,March,8,107,ROR/Bonded
2019,Qtr 1,March,11,20,Detained
2019,Qtr 1,March,11,140,ROR/Bonded
2019,Qtr 1,March,12,25,Detained
2019,Qtr 1,March,12,148,ROR/Bonded
2019,Qtr 1,March,13,42,Detained
2019,Qtr 1,March,13,134,ROR/Bonded
2019,Qtr 1,March,14,71,Detained
2019,Qtr 1,March,14,98,ROR/Bonded
2019,Qtr 1,March,15,11,Detained
2019,Qtr 1,March,15,327,ROR/Bonded
2019,Qtr 1,March,16,3532,ROR/Bonded
2019,Qtr 1,March,17,1144,ROR/Bonded
2019,Qtr 1,March,18,5,Detained
2019,Qtr 1,March,18,97,ROR/Bonded
2019,Qtr 1,March,19,63,Detained
2019,Qtr 1,March,19,156,ROR/Bonded
2019,Qtr 1,March,20,15,Detained
2019,Qtr 1,March,20,137,ROR/Bonded
2019,Qtr 1,March,21,73,Detained
2019,Qtr 1,March,21,148,ROR/Bonded
2019,Qtr 1,March,22,254,Detained
2019,Qtr 1,March,22,86,ROR/Bonded
2019,Qtr 1,March,25,7,Detained
2019,Qtr 1,March,25,147,ROR/Bonded
2019,Qtr 1,March,26,35,Detained
2019,Qtr 1,March,26,153,ROR/Bonded
2019,Qtr 1,March,27,29,Detained
2019,Qtr 1,March,27,128,ROR/Bonded
2019,Qtr 1,March,28,19,Detained
2019,Qtr 1,March,28,219,ROR/Bonded
2019,Qtr 1,March,29,4,Detained
2019,Qtr 1,March,29,94,ROR/Bonded
2019,Qtr 2,April,1,180,ROR/Bonded
2019,Qtr 2,April,2,141,Detained
2019,Qtr 2,April,2,103,ROR/Bonded
2019,Qtr 2,April,3,32,Detained
2019,Qtr 2,April,3,131,ROR/Bonded
2019,Qtr 2,April,4,18,Detained
2019,Qtr 2,April,4,195,ROR/Bonded
2019,Qtr 2,April,5,68,Detained
2019,Qtr 2,April,5,142,ROR/Bonded
2019,Qtr 2,April,8,26,Detained
2019,Qtr 2,April,8,125,ROR/Bonded
2019,Qtr 2,April,9,85,Detained
2019,Qtr 2,April,9,145,ROR/Bonded
2019,Qtr 2,April,10,5,Detained
2019,Qtr 2,April,10,103,ROR/Bonded
2019,Qtr 2,April,11,38,Detained
2019,Qtr 2,April,11,120,ROR/Bonded
2019,Qtr 2,April,12,5,Detained
2019,Qtr 2,April,12,129,ROR/Bonded
2019,Qtr 2,April,15,28,Detained
2019,Qtr 2,April,15,122,ROR/Bonded
2019,Qtr 2,April,16,19,Detained
2019,Qtr 2,April,16,103,ROR/Bonded
2019,Qtr 2,April,17,13,Detained
2019,Qtr 2,April,17,196,ROR/Bonded
2019,Qtr 2,April,18,24,Detained
2019,Qtr 2,April,18,149,ROR/Bonded
2019,Qtr 2,April,19,1,Detained
2019,Qtr 2,April,19,136,ROR/Bonded
2019,Qtr 2,April,22,32,Detained
2019,Qtr 2,April,22,108,ROR/Bonded
2019,Qtr 2,April,23,62,Detained
2019,Qtr 2,April,23,117,ROR/Bonded
2019,Qtr 2,April,24,2,Detained
2019,Qtr 2,April,24,131,ROR/Bonded
2019,Qtr 2,April,25,64,Detained
2019,Qtr 2,April,25,156,ROR/Bonded
2019,Qtr 2,April,26,8,Detained
2019,Qtr 2,April,26,103,ROR/Bonded
2019,Qtr 2,April,29,26,Detained
2019,Qtr 2,April,29,113,ROR/Bonded
2019,Qtr 2,April,30,50,Detained
2019,Qtr 2,April,30,125,ROR/Bonded
2019,Qtr 2,May,1,2,Detained
2019,Qtr 2,May,1,138,ROR/Bonded
2019,Qtr 2,May,2,42,Detained
2019,Qtr 2,May,2,202,ROR/Bonded
2019,Qtr 2,May,3,14,Detained
2019,Qtr 2,May,3,52,ROR/Bonded
2019,Qtr 2,May,6,27,Detained
2019,Qtr 2,May,6,189,ROR/Bonded
2019,Qtr 2,May,7,28,Detained
2019,Qtr 2,May,7,153,ROR/Bonded
2019,Qtr 2,May,8,9,Detained
2019,Qtr 2,May,8,183,ROR/Bonded
2019,Qtr 2,May,9,16,Detained
2019,Qtr 2,May,9,151,ROR/Bonded
2019,Qtr 2,May,10,9,Detained
2019,Qtr 2,May,10,117,ROR/Bonded
2019,Qtr 2,May,13,33,Detained
2019,Qtr 2,May,13,180,ROR/Bonded
2019,Qtr 2,May,14,41,Detained
2019,Qtr 2,May,14,138,ROR/Bonded
2019,Qtr 2,May,15,7,Detained
2019,Qtr 2,May,15,100,ROR/Bonded
2019,Qtr 2,May,16,58,Detained
2019,Qtr 2,May,16,277,ROR/Bonded
2019,Qtr 2,May,17,16,Detained
2019,Qtr 2,May,17,148,ROR/Bonded
2019,Qtr 2,May,20,50,Detained
2019,Qtr 2,May,20,132,ROR/Bonded
2019,Qtr 2,May,21,32,Detained
2019,Qtr 2,May,21,144,ROR/Bonded
2019,Qtr 2,May,22,21,Detained
2019,Qtr 2,May,22,117,ROR/Bonded
2019,Qtr 2,May,23,52,Detained
2019,Qtr 2,May,23,176,ROR/Bonded
2019,Qtr 2,May,24,7,Detained
2019,Qtr 2,May,24,114,ROR/Bonded
2019,Qtr 2,May,28,29,Detained
2019,Qtr 2,May,28,203,ROR/Bonded
2019,Qtr 2,May,29,15,Detained
2019,Qtr 2,May,29,111,ROR/Bonded
2019,Qtr 2,May,30,24,Detained
2019,Qtr 2,May,30,184,ROR/Bonded
2019,Qtr 2,May,31,11,Detained
2019,Qtr 2,May,31,109,ROR/Bonded
2019,Qtr 2,June,3,62,Detained
2019,Qtr 2,June,3,124,ROR/Bonded
2019,Qtr 2,June,4,4,Detained
2019,Qtr 2,June,4,102,ROR/Bonded
2019,Qtr 2,June,5,41,Detained
2019,Qtr 2,June,5,106,ROR/Bonded
2019,Qtr 2,June,6,20,Detained
2019,Qtr 2,June,6,204,ROR/Bonded
2019,Qtr 2,June,7,7,Detained
2019,Qtr 2,June,7,359,ROR/Bonded
2019,Qtr 2,June,10,27,Detained
2019,Qtr 2,June,10,131,ROR/Bonded
2019,Qtr 2,June,11,27,Detained
2019,Qtr 2,June,11,98,ROR/Bonded
2019,Qtr 2,June,12,43,Detained
2019,Qtr 2,June,12,138,ROR/Bonded
2019,Qtr 2,June,13,23,Detained
2019,Qtr 2,June,13,109,ROR/Bonded
2019,Qtr 2,June,14,3,Detained
2019,Qtr 2,June,14,166,ROR/Bonded
2019,Qtr 2,June,17,47,Detained
2019,Qtr 2,June,17,128,ROR/Bonded
