Year,Quarter,Month,Day,AllCasesSort,DEF_RACE
2019,Qtr 2,May,17,10,Latino
2019,Qtr 2,May,18,1,Latino
2019,Qtr 2,May,20,9,Latino
2019,Qtr 2,May,21,9,Latino
2019,Qtr 2,May,22,7,Latino
2019,Qtr 2,May,23,12,Latino
2019,Qtr 2,May,24,5,Latino
2019,Qtr 2,May,28,22,Latino
2019,Qtr 2,May,29,24,Latino
2019,Qtr 2,May,30,10,Latino
2019,Qtr 2,May,31,11,Latino
2019,Qtr 2,June,2,6,Latino
2019,Qtr 2,June,3,14,Latino
2019,Qtr 2,June,4,6,Latino
2019,Qtr 2,June,5,7,Latino
2019,Qtr 2,June,6,13,Latino
2019,Qtr 2,June,7,13,Latino
2019,Qtr 2,June,9,1,Latino
2019,Qtr 2,June,10,25,Latino
2019,Qtr 2,June,11,12,Latino
2019,Qtr 2,June,12,11,Latino
2019,Qtr 2,June,13,27,Latino
2019,Qtr 2,June,14,7,Latino
2019,Qtr 2,June,17,8,Latino
2019,Qtr 2,June,18,5,Latino
2019,Qtr 2,June,19,4,Latino
2019,Qtr 2,June,20,3,Latino
2019,Qtr 2,June,21,6,Latino
2019,Qtr 2,June,24,9,Latino
2019,Qtr 2,June,25,7,Latino
2019,Qtr 2,June,26,7,Latino
2019,Qtr 2,June,27,7,Latino
2019,Qtr 2,June,28,12,Latino
2019,Qtr 3,July,1,6,Latino
2019,Qtr 3,July,2,18,Latino
2019,Qtr 3,July,3,7,Latino
2019,Qtr 3,July,5,7,Latino
2019,Qtr 3,July,8,10,Latino
2019,Qtr 3,July,9,13,Latino
2019,Qtr 3,July,10,7,Latino
2019,Qtr 3,July,11,2,Latino
2019,Qtr 3,July,12,7,Latino
2019,Qtr 3,July,14,2,Latino
2019,Qtr 3,July,15,7,Latino
2019,Qtr 3,July,16,10,Latino
2019,Qtr 3,July,17,6,Latino
2019,Qtr 3,July,18,7,Latino
2019,Qtr 3,July,19,6,Latino
2019,Qtr 3,July,20,2,Latino
2019,Qtr 3,July,22,4,Latino
2019,Qtr 3,July,23,16,Latino
2019,Qtr 3,July,24,5,Latino
2019,Qtr 3,July,25,5,Latino
2019,Qtr 3,July,26,5,Latino
2019,Qtr 3,July,28,1,Latino
2019,Qtr 3,July,29,6,Latino
2019,Qtr 3,July,30,9,Latino
2019,Qtr 3,July,31,10,Latino
2019,Qtr 3,August,1,1,Latino
2019,Qtr 3,August,2,5,Latino
2019,Qtr 3,August,5,4,Latino
2019,Qtr 3,August,6,8,Latino
2019,Qtr 3,August,7,6,Latino
2019,Qtr 3,August,8,4,Latino
2019,Qtr 3,August,9,2,Latino
2019,Qtr 3,August,11,2,Latino
2019,Qtr 3,August,12,6,Latino
2019,Qtr 3,August,13,7,Latino
2019,Qtr 3,August,14,8,Latino
2019,Qtr 3,August,15,5,Latino
2019,Qtr 3,August,16,3,Latino
2019,Qtr 3,August,19,8,Latino
2019,Qtr 3,August,20,3,Latino
2019,Qtr 3,August,21,5,Latino
2019,Qtr 3,August,22,7,Latino
2019,Qtr 3,August,23,5,Latino
2019,Qtr 3,August,25,1,Latino
2019,Qtr 3,August,26,9,Latino
2019,Qtr 3,August,27,7,Latino
2019,Qtr 3,August,28,5,Latino
2019,Qtr 3,August,29,3,Latino
2019,Qtr 3,August,30,2,Latino
2019,Qtr 3,September,3,5,Latino
2019,Qtr 3,September,4,4,Latino
2019,Qtr 3,September,5,3,Latino
2019,Qtr 3,September,6,6,Latino
2019,Qtr 3,September,7,1,Latino
2019,Qtr 3,September,8,1,Latino
2019,Qtr 3,September,9,5,Latino
2019,Qtr 3,September,10,11,Latino
2019,Qtr 3,September,11,10,Latino
2019,Qtr 3,September,12,4,Latino
2019,Qtr 3,September,13,2,Latino
2019,Qtr 3,September,16,8,Latino
2019,Qtr 3,September,17,8,Latino
2019,Qtr 3,September,18,7,Latino
2019,Qtr 3,September,19,5,Latino
2019,Qtr 3,September,20,4,Latino
2019,Qtr 3,September,22,3,Latino
2019,Qtr 3,September,23,9,Latino
2019,Qtr 3,September,24,4,Latino
2019,Qtr 3,September,25,4,Latino
2019,Qtr 3,September,26,3,Latino
2019,Qtr 3,September,27,6,Latino
2019,Qtr 3,September,30,7,Latino
2019,Qtr 4,October,1,5,Latino
2019,Qtr 4,October,2,2,Latino
2019,Qtr 4,October,3,6,Latino
2019,Qtr 4,October,4,1,Latino
2019,Qtr 4,October,7,2,Latino
2019,Qtr 4,October,8,13,Latino
2019,Qtr 4,October,9,4,Latino
2019,Qtr 4,October,10,4,Latino
2019,Qtr 4,October,11,3,Latino
2019,Qtr 4,October,14,2,Latino
2019,Qtr 4,October,15,5,Latino
2019,Qtr 4,October,16,3,Latino
2019,Qtr 4,October,17,3,Latino
2019,Qtr 4,October,18,3,Latino
2019,Qtr 4,October,20,1,Latino
2019,Qtr 4,October,21,2,Latino
2019,Qtr 4,October,22,5,Latino
2019,Qtr 4,October,23,6,Latino
2019,Qtr 4,October,24,4,Latino
2019,Qtr 4,October,25,6,Latino
2019,Qtr 4,October,28,4,Latino
2019,Qtr 4,October,29,4,Latino
2019,Qtr 4,October,30,4,Latino
2019,Qtr 4,October,31,3,Latino
2019,Qtr 4,November,1,5,Latino
2019,Qtr 4,November,4,1,Latino
2019,Qtr 4,November,5,7,Latino
2019,Qtr 4,November,6,7,Latino
2019,Qtr 4,November,7,4,Latino
2019,Qtr 4,November,8,3,Latino
2019,Qtr 4,November,12,11,Latino
2019,Qtr 4,November,13,2,Latino
2019,Qtr 4,November,14,3,Latino
2019,Qtr 4,November,15,2,Latino
2019,Qtr 4,November,18,7,Latino
2019,Qtr 4,November,19,3,Latino
2019,Qtr 4,November,20,3,Latino
2019,Qtr 4,November,21,3,Latino
2019,Qtr 4,November,24,1,Latino
2019,Qtr 4,November,25,7,Latino
2019,Qtr 4,November,26,6,Latino
2019,Qtr 4,November,27,3,Latino
2019,Qtr 4,November,30,1,Latino
2019,Qtr 4,December,2,6,Latino
2019,Qtr 4,December,3,4,Latino
2019,Qtr 4,December,4,6,Latino
2019,Qtr 4,December,5,4,Latino
2019,Qtr 4,December,6,4,Latino
2019,Qtr 4,December,7,1,Latino
2019,Qtr 4,December,9,7,Latino
2019,Qtr 4,December,10,5,Latino
2019,Qtr 4,December,11,4,Latino
2019,Qtr 4,December,12,7,Latino
2019,Qtr 4,December,13,1,Latino
2019,Qtr 4,December,16,1,Latino
2019,Qtr 4,December,17,3,Latino
2019,Qtr 4,December,18,2,Latino
2019,Qtr 4,December,19,5,Latino
2019,Qtr 4,December,20,6,Latino
2019,Qtr 4,December,22,1,Latino
2019,Qtr 4,December,23,10,Latino
2019,Qtr 4,December,24,4,Latino
2019,Qtr 4,December,26,4,Latino
2019,Qtr 4,December,27,1,Latino
2019,Qtr 4,December,29,1,Latino
2019,Qtr 4,December,30,3,Latino
2019,Qtr 4,December,31,2,Latino
2020,Qtr 1,January,1,2,Latino
2020,Qtr 1,January,2,5,Latino
2020,Qtr 1,January,3,6,Latino
2020,Qtr 1,January,6,11,Latino
2020,Qtr 1,January,7,6,Latino
2020,Qtr 1,January,8,5,Latino
2020,Qtr 1,January,9,7,Latino
2020,Qtr 1,January,10,4,Latino
2020,Qtr 1,January,12,2,Latino
2020,Qtr 1,January,13,5,Latino
2020,Qtr 1,January,14,6,Latino
2020,Qtr 1,January,15,2,Latino
2020,Qtr 1,January,16,7,Latino
2020,Qtr 1,January,17,3,Latino
2020,Qtr 1,January,21,4,Latino
2020,Qtr 1,January,22,6,Latino
2020,Qtr 1,January,23,2,Latino
2020,Qtr 1,January,24,1,Latino
2020,Qtr 1,January,27,4,Latino
2020,Qtr 1,January,28,5,Latino
2020,Qtr 1,January,29,3,Latino
2020,Qtr 1,January,30,5,Latino
2020,Qtr 1,January,31,4,Latino
2020,Qtr 1,February,1,1,Latino
2020,Qtr 1,February,3,3,Latino
2020,Qtr 1,February,4,5,Latino
2020,Qtr 1,February,5,2,Latino
2020,Qtr 1,February,6,4,Latino
2020,Qtr 1,February,7,8,Latino
2020,Qtr 1,February,10,3,Latino
2020,Qtr 1,February,11,3,Latino
2020,Qtr 1,February,12,2,Latino
2020,Qtr 1,February,13,6,Latino
2020,Qtr 1,February,14,7,Latino
2020,Qtr 1,February,16,1,Latino
2020,Qtr 1,February,18,3,Latino
2020,Qtr 1,February,19,6,Latino
2020,Qtr 1,February,20,1,Latino
2020,Qtr 1,February,21,2,Latino
2020,Qtr 1,February,24,1,Latino
2020,Qtr 1,February,25,9,Latino
2020,Qtr 1,February,26,7,Latino
2020,Qtr 1,February,27,6,Latino
2020,Qtr 1,February,29,1,Latino
2020,Qtr 1,March,2,7,Latino
2020,Qtr 1,March,3,8,Latino
2020,Qtr 1,March,4,5,Latino
2020,Qtr 1,March,5,6,Latino
2020,Qtr 1,March,6,5,Latino
2020,Qtr 1,March,8,1,Latino
2020,Qtr 1,March,10,8,Latino
2020,Qtr 1,March,11,2,Latino
2020,Qtr 1,March,12,5,Latino
2020,Qtr 1,March,13,3,Latino
2020,Qtr 1,March,16,7,Latino
2020,Qtr 1,March,17,2,Latino
2020,Qtr 1,March,18,1,Latino
2020,Qtr 1,March,22,3,Latino
2020,Qtr 1,March,23,2,Latino
2020,Qtr 1,March,25,1,Latino
2020,Qtr 1,March,26,2,Latino
2020,Qtr 1,March,30,2,Latino
2020,Qtr 2,April,1,3,Latino
2020,Qtr 2,April,2,2,Latino
2020,Qtr 2,April,3,1,Latino
2020,Qtr 2,April,6,1,Latino
2020,Qtr 2,April,8,2,Latino
2020,Qtr 2,April,10,1,Latino
2020,Qtr 2,April,13,1,Latino
2020,Qtr 2,April,15,2,Latino
2020,Qtr 2,April,16,1,Latino
2020,Qtr 2,April,17,1,Latino
2020,Qtr 2,April,20,2,Latino
2020,Qtr 2,April,21,2,Latino
2020,Qtr 2,April,23,1,Latino
2020,Qtr 2,April,24,1,Latino
2020,Qtr 2,April,29,3,Latino
2020,Qtr 2,April,30,1,Latino
2020,Qtr 2,May,1,1,Latino
2020,Qtr 2,May,4,1,Latino
2020,Qtr 2,May,5,2,Latino
2020,Qtr 2,May,7,2,Latino
2020,Qtr 2,May,8,2,Latino
2020,Qtr 2,May,11,1,Latino
2020,Qtr 2,May,13,2,Latino
2020,Qtr 2,May,15,1,Latino
2020,Qtr 2,May,17,1,Latino
2020,Qtr 2,May,18,5,Latino
2020,Qtr 2,May,19,2,Latino
2020,Qtr 2,May,20,1,Latino
2020,Qtr 2,May,22,1,Latino
2020,Qtr 2,May,26,8,Latino
2020,Qtr 2,May,27,3,Latino
2020,Qtr 2,June,1,1,Latino
2020,Qtr 2,June,2,3,Latino
2020,Qtr 2,June,4,2,Latino
2020,Qtr 2,June,5,2,Latino
2020,Qtr 2,June,8,2,Latino
2020,Qtr 2,June,10,4,Latino
2020,Qtr 2,June,11,1,Latino
2020,Qtr 2,June,14,1,Latino
2020,Qtr 2,June,15,2,Latino
2020,Qtr 2,June,16,2,Latino
2020,Qtr 2,June,18,3,Latino
2020,Qtr 2,June,19,3,Latino
2020,Qtr 2,June,21,1,Latino
2020,Qtr 2,June,22,1,Latino
2020,Qtr 2,June,25,1,Latino
2020,Qtr 2,June,26,2,Latino
2020,Qtr 2,June,28,1,Latino
2020,Qtr 2,June,30,1,Latino
2020,Qtr 3,July,1,2,Latino
2020,Qtr 3,July,6,1,Latino
2020,Qtr 3,July,9,1,Latino
2020,Qtr 3,July,10,1,Latino
2020,Qtr 3,July,12,1,Latino
2020,Qtr 3,July,13,1,Latino
2020,Qtr 3,July,14,1,Latino
2020,Qtr 3,July,15,1,Latino
2020,Qtr 3,July,17,1,Latino
2020,Qtr 3,July,20,1,Latino
2020,Qtr 3,July,21,3,Latino
2020,Qtr 3,July,26,1,Latino
2020,Qtr 3,July,27,2,Latino
2020,Qtr 3,July,28,8,Latino
2020,Qtr 3,July,29,3,Latino
2020,Qtr 3,July,30,1,Latino
2020,Qtr 3,August,3,7,Latino
2020,Qtr 3,August,5,2,Latino
2020,Qtr 3,August,6,1,Latino
2020,Qtr 3,August,10,2,Latino
2020,Qtr 3,August,11,3,Latino
2020,Qtr 3,August,12,2,Latino
2020,Qtr 3,August,18,2,Latino
2020,Qtr 3,August,19,1,Latino
2020,Qtr 3,August,21,1,Latino
2020,Qtr 3,August,24,3,Latino
2020,Qtr 3,August,25,3,Latino
2020,Qtr 3,August,26,1,Latino
2020,Qtr 3,August,27,4,Latino
2020,Qtr 3,August,28,1,Latino
2020,Qtr 3,August,29,1,Latino
2020,Qtr 3,August,31,4,Latino
2020,Qtr 3,September,1,1,Latino
2020,Qtr 3,September,2,1,Latino
2020,Qtr 3,September,4,1,Latino
2020,Qtr 3,September,8,2,Latino
2020,Qtr 3,September,9,2,Latino
2020,Qtr 3,September,10,2,Latino
2020,Qtr 3,September,13,1,Latino
2020,Qtr 3,September,14,6,Latino
2020,Qtr 3,September,15,2,Latino
2020,Qtr 3,September,16,2,Latino
2020,Qtr 3,September,18,1,Latino
2020,Qtr 3,September,21,1,Latino
2020,Qtr 3,September,22,3,Latino
2020,Qtr 3,September,23,3,Latino
2020,Qtr 3,September,28,1,Latino
2020,Qtr 3,September,29,1,Latino
2020,Qtr 4,October,1,1,Latino
2020,Qtr 4,October,2,1,Latino
2020,Qtr 4,October,5,4,Latino
2020,Qtr 4,October,6,1,Latino
2020,Qtr 4,October,7,2,Latino
2020,Qtr 4,October,8,1,Latino
2020,Qtr 4,October,14,6,Latino
2020,Qtr 4,October,15,1,Latino
2020,Qtr 4,October,20,3,Latino
2020,Qtr 4,October,21,1,Latino
2020,Qtr 4,October,23,2,Latino
2020,Qtr 4,October,26,1,Latino
2020,Qtr 4,October,28,3,Latino
2020,Qtr 4,October,29,1,Latino
2020,Qtr 4,October,30,1,Latino
2020,Qtr 4,November,2,1,Latino
2020,Qtr 4,November,3,1,Latino
2020,Qtr 4,November,4,1,Latino
2020,Qtr 4,November,5,2,Latino
2020,Qtr 4,November,6,4,Latino
2020,Qtr 4,November,9,4,Latino
2020,Qtr 4,November,10,1,Latino
2020,Qtr 4,November,12,1,Latino
2020,Qtr 4,November,16,2,Latino
2020,Qtr 4,November,17,2,Latino
2020,Qtr 4,November,18,2,Latino
2020,Qtr 4,November,20,1,Latino
2020,Qtr 4,November,22,1,Latino
2020,Qtr 4,November,24,1,Latino
2020,Qtr 4,November,30,3,Latino
2020,Qtr 4,December,1,1,Latino
2020,Qtr 4,December,3,2,Latino
2020,Qtr 4,December,4,1,Latino
2020,Qtr 4,December,7,1,Latino
2020,Qtr 4,December,8,1,Latino
2020,Qtr 4,December,9,4,Latino
2020,Qtr 4,December,10,2,Latino
2020,Qtr 4,December,11,1,Latino
2020,Qtr 4,December,13,1,Latino
2020,Qtr 4,December,14,2,Latino
2020,Qtr 4,December,15,1,Latino
2020,Qtr 4,December,16,5,Latino
2020,Qtr 4,December,17,1,Latino
2020,Qtr 4,December,18,1,Latino
2020,Qtr 4,December,19,1,Latino
2020,Qtr 4,December,21,1,Latino
2020,Qtr 4,December,22,1,Latino
2020,Qtr 4,December,23,1,Latino
2020,Qtr 4,December,24,2,Latino
2020,Qtr 4,December,28,1,Latino
2020,Qtr 4,December,29,2,Latino
2021,Qtr 1,January,4,2,Latino
2021,Qtr 1,January,5,3,Latino
2021,Qtr 1,January,6,1,Latino
2021,Qtr 1,January,7,4,Latino
2021,Qtr 1,January,8,2,Latino
2021,Qtr 1,January,11,1,Latino
2021,Qtr 1,January,12,2,Latino
2021,Qtr 1,January,13,2,Latino
2021,Qtr 1,January,14,3,Latino
2021,Qtr 1,January,15,1,Latino
2021,Qtr 1,January,19,2,Latino
2021,Qtr 1,January,20,2,Latino
2021,Qtr 1,January,21,2,Latino
2021,Qtr 1,January,22,1,Latino
2021,Qtr 1,January,26,1,Latino
2021,Qtr 1,January,27,1,Latino
2021,Qtr 1,January,28,3,Latino
2021,Qtr 1,February,5,1,Latino
2021,Qtr 1,February,8,4,Latino
2021,Qtr 1,February,9,1,Latino
2021,Qtr 1,February,10,2,Latino
2021,Qtr 1,February,11,1,Latino
2021,Qtr 1,February,12,1,Latino
2021,Qtr 1,February,15,1,Latino
2021,Qtr 1,February,16,5,Latino
2021,Qtr 1,February,18,1,Latino
2021,Qtr 1,February,19,1,Latino
2021,Qtr 1,February,22,4,Latino
2021,Qtr 1,February,23,1,Latino
2021,Qtr 1,February,24,4,Latino
2021,Qtr 1,February,25,2,Latino
2021,Qtr 1,March,2,3,Latino
2021,Qtr 1,March,4,1,Latino
2021,Qtr 1,March,9,4,Latino
2021,Qtr 1,March,10,3,Latino
2021,Qtr 1,March,12,1,Latino
2021,Qtr 1,March,15,6,Latino
2021,Qtr 1,March,24,3,Latino
2021,Qtr 1,March,25,1,Latino
2021,Qtr 1,March,29,1,Latino
2021,Qtr 1,March,30,2,Latino
2021,Qtr 2,April,2,1,Latino
2021,Qtr 2,April,5,1,Latino
2021,Qtr 2,April,6,1,Latino
2021,Qtr 2,April,7,1,Latino
2021,Qtr 2,April,8,2,Latino
2021,Qtr 2,April,9,2,Latino
2021,Qtr 2,April,10,1,Latino
2021,Qtr 2,April,12,1,Latino
2021,Qtr 2,April,13,4,Latino
2021,Qtr 2,April,15,1,Latino
2021,Qtr 2,April,19,2,Latino
2021,Qtr 2,April,20,3,Latino
2021,Qtr 2,April,22,1,Latino
2021,Qtr 2,April,23,1,Latino
2021,Qtr 2,April,26,1,Latino
2021,Qtr 2,April,27,2,Latino
2021,Qtr 2,April,28,1,Latino
2021,Qtr 2,May,3,1,Latino
2021,Qtr 2,May,4,5,Latino
2021,Qtr 2,May,5,1,Latino
2021,Qtr 2,May,10,1,Latino
2021,Qtr 2,May,11,2,Latino
2021,Qtr 2,May,12,5,Latino
2021,Qtr 2,May,13,1,Latino
2021,Qtr 2,May,14,2,Latino
2021,Qtr 2,May,17,1,Latino
2021,Qtr 2,May,19,1,Latino
2021,Qtr 2,May,27,1,Latino
2021,Qtr 2,June,1,1,Latino
2021,Qtr 2,June,2,1,Latino
2021,Qtr 2,June,7,4,Latino
2021,Qtr 2,June,8,1,Latino
2021,Qtr 2,June,9,1,Latino
2021,Qtr 2,June,14,1,Latino
2021,Qtr 2,June,16,1,Latino
2021,Qtr 2,June,21,1,Latino
2021,Qtr 2,June,23,2,Latino
2021,Qtr 2,June,24,1,Latino
2021,Qtr 2,June,28,2,Latino
2021,Qtr 3,July,1,4,Latino
2021,Qtr 3,July,2,1,Latino
2021,Qtr 3,July,6,1,Latino
2021,Qtr 3,July,7,1,Latino
2021,Qtr 3,July,8,2,Latino
2021,Qtr 3,July,11,1,Latino
2021,Qtr 3,July,12,2,Latino
2021,Qtr 3,July,13,1,Latino
2021,Qtr 3,July,14,2,Latino
2021,Qtr 3,July,16,1,Latino
2021,Qtr 3,July,19,2,Latino
2021,Qtr 3,July,20,2,Latino
2021,Qtr 3,July,22,1,Latino
2021,Qtr 3,July,26,2,Latino
2021,Qtr 3,July,27,1,Latino
2021,Qtr 3,July,28,2,Latino
2021,Qtr 3,July,29,3,Latino
2021,Qtr 3,August,2,2,Latino
2021,Qtr 3,August,3,2,Latino
2021,Qtr 3,August,5,2,Latino
2021,Qtr 3,August,6,2,Latino
2021,Qtr 3,August,10,3,Latino
2021,Qtr 3,August,14,1,Latino
2021,Qtr 3,August,16,2,Latino
2021,Qtr 3,August,17,4,Latino
2021,Qtr 3,August,18,3,Latino
2021,Qtr 3,August,20,1,Latino
2021,Qtr 3,August,23,1,Latino
2021,Qtr 3,August,24,1,Latino
2021,Qtr 3,August,26,2,Latino
2021,Qtr 3,August,27,1,Latino
2021,Qtr 3,August,31,2,Latino
2021,Qtr 3,September,2,2,Latino
2021,Qtr 3,September,3,1,Latino
2021,Qtr 3,September,6,1,Latino
2021,Qtr 3,September,9,1,Latino
2021,Qtr 3,September,13,1,Latino
2021,Qtr 3,September,16,1,Latino
2021,Qtr 3,September,17,1,Latino
2021,Qtr 3,September,21,1,Latino
2021,Qtr 3,September,22,1,Latino
2021,Qtr 3,September,24,1,Latino
2021,Qtr 3,September,28,1,Latino
2021,Qtr 3,September,29,2,Latino
2021,Qtr 3,September,30,2,Latino
2021,Qtr 4,October,1,1,Latino
2021,Qtr 4,October,6,1,Latino
2021,Qtr 4,October,7,1,Latino
2021,Qtr 4,October,8,1,Latino
2021,Qtr 4,October,13,2,Latino
2021,Qtr 4,October,14,1,Latino
2021,Qtr 4,October,18,1,Latino
2021,Qtr 4,October,19,1,Latino
2021,Qtr 4,October,27,2,Latino
2021,Qtr 4,November,1,2,Latino
2021,Qtr 4,November,8,1,Latino
2021,Qtr 4,November,9,3,Latino
2021,Qtr 4,November,10,3,Latino
2021,Qtr 4,November,11,1,Latino
2021,Qtr 4,November,15,2,Latino
2021,Qtr 4,November,16,2,Latino
2021,Qtr 4,November,17,2,Latino
2021,Qtr 4,November,19,1,Latino
2021,Qtr 4,November,22,1,Latino
2021,Qtr 4,November,23,3,Latino
2021,Qtr 4,December,3,3,Latino
2021,Qtr 4,December,9,1,Latino
2021,Qtr 4,December,13,3,Latino
2021,Qtr 4,December,14,3,Latino
2021,Qtr 4,December,15,2,Latino
2021,Qtr 4,December,16,1,Latino
2021,Qtr 4,December,17,3,Latino
2021,Qtr 4,December,20,1,Latino
2021,Qtr 4,December,22,2,Latino
2021,Qtr 4,December,29,2,Latino
2022,Qtr 1,January,3,1,Latino
2022,Qtr 1,January,4,1,Latino
2022,Qtr 1,January,5,1,Latino
2022,Qtr 1,January,6,1,Latino
2022,Qtr 1,January,11,1,Latino
2022,Qtr 1,January,12,1,Latino
2022,Qtr 1,January,13,1,Latino
2022,Qtr 1,January,19,1,Latino
2022,Qtr 1,January,20,2,Latino
2022,Qtr 1,January,21,2,Latino
2022,Qtr 1,January,24,1,Latino
2022,Qtr 1,January,25,1,Latino
2022,Qtr 1,January,26,1,Latino
2022,Qtr 1,January,31,1,Latino
2022,Qtr 1,February,2,5,Latino
2022,Qtr 1,February,3,2,Latino
2022,Qtr 1,February,7,2,Latino
2022,Qtr 1,February,8,2,Latino
2022,Qtr 1,February,9,1,Latino
2022,Qtr 1,February,14,1,Latino
2022,Qtr 1,February,15,2,Latino
2022,Qtr 1,February,17,1,Latino
2022,Qtr 1,February,18,1,Latino
2022,Qtr 1,February,22,1,Latino
2022,Qtr 1,February,23,1,Latino
2022,Qtr 1,February,28,3,Latino
2022,Qtr 1,March,1,1,Latino
2022,Qtr 1,March,2,2,Latino
2022,Qtr 1,March,8,2,Latino
2022,Qtr 1,March,10,1,Latino
2022,Qtr 1,March,11,2,Latino
2022,Qtr 1,March,15,2,Latino
2022,Qtr 1,March,16,1,Latino
2022,Qtr 1,March,17,3,Latino
2022,Qtr 1,March,21,4,Latino
2022,Qtr 1,March,22,5,Latino
2022,Qtr 1,March,24,1,Latino
2022,Qtr 1,March,28,3,Latino
2022,Qtr 1,March,29,1,Latino
2022,Qtr 1,March,30,1,Latino
2022,Qtr 1,March,31,1,Latino
2022,Qtr 2,April,1,1,Latino
2022,Qtr 2,April,4,4,Latino
2022,Qtr 2,April,5,1,Latino
2022,Qtr 2,April,6,2,Latino
2022,Qtr 2,April,7,2,Latino
2022,Qtr 2,April,11,1,Latino
2022,Qtr 2,April,12,1,Latino
2022,Qtr 2,April,13,2,Latino
2022,Qtr 2,April,14,1,Latino
2022,Qtr 2,April,15,1,Latino
2022,Qtr 2,April,18,1,Latino
2022,Qtr 2,April,19,1,Latino
2022,Qtr 2,April,21,2,Latino
2022,Qtr 2,April,25,1,Latino
2022,Qtr 2,April,26,1,Latino
2022,Qtr 2,April,27,1,Latino
2022,Qtr 2,April,29,3,Latino
2022,Qtr 2,May,2,2,Latino
2022,Qtr 2,May,3,1,Latino
2022,Qtr 2,May,4,1,Latino
2022,Qtr 2,May,6,2,Latino
2022,Qtr 2,May,10,1,Latino
2022,Qtr 2,May,12,1,Latino
2022,Qtr 2,May,16,3,Latino
2022,Qtr 2,May,17,1,Latino
2022,Qtr 2,May,18,2,Latino
2022,Qtr 2,May,19,1,Latino
2022,Qtr 2,May,20,1,Latino
2022,Qtr 2,May,23,1,Latino
2022,Qtr 2,May,24,1,Latino
2022,Qtr 2,May,27,3,Latino
2022,Qtr 2,May,31,1,Latino
2022,Qtr 2,June,1,1,Latino
2022,Qtr 2,June,2,2,Latino
2022,Qtr 2,June,6,2,Latino
2022,Qtr 2,June,7,3,Latino
2022,Qtr 2,June,8,1,Latino
2022,Qtr 2,June,9,2,Latino
2022,Qtr 2,June,10,1,Latino
2022,Qtr 2,June,14,3,Latino
2022,Qtr 2,June,15,3,Latino
2022,Qtr 2,June,17,2,Latino
2022,Qtr 2,June,20,2,Latino
2022,Qtr 2,June,21,2,Latino
2022,Qtr 2,June,22,4,Latino
2022,Qtr 2,June,27,1,Latino
2022,Qtr 2,June,28,2,Latino
2022,Qtr 2,June,29,1,Latino
2022,Qtr 2,June,30,2,Latino
2022,Qtr 3,July,1,1,Latino
2022,Qtr 3,July,5,3,Latino
2022,Qtr 3,July,12,1,Latino
2022,Qtr 3,July,13,4,Latino
2022,Qtr 3,July,14,3,Latino
2022,Qtr 3,July,18,3,Latino
2022,Qtr 3,July,19,2,Latino
2022,Qtr 3,July,20,1,Latino
2022,Qtr 3,July,21,2,Latino
2022,Qtr 3,July,22,1,Latino
2022,Qtr 3,July,26,6,Latino
2022,Qtr 3,August,2,1,Latino
2022,Qtr 3,August,3,1,Latino
2022,Qtr 3,August,4,1,Latino
2022,Qtr 3,August,8,1,Latino
2022,Qtr 3,August,9,5,Latino
2022,Qtr 3,August,10,1,Latino
2022,Qtr 3,August,11,3,Latino
2022,Qtr 3,August,12,1,Latino
2022,Qtr 3,August,13,1,Latino
2022,Qtr 3,August,15,3,Latino
2022,Qtr 3,August,16,2,Latino
2022,Qtr 3,August,17,1,Latino
2022,Qtr 3,August,19,2,Latino
2022,Qtr 3,August,22,1,Latino
2022,Qtr 3,August,24,2,Latino
2022,Qtr 3,August,26,3,Latino
2022,Qtr 3,August,29,2,Latino
2022,Qtr 3,August,30,3,Latino
2022,Qtr 3,August,31,1,Latino
2022,Qtr 3,September,1,1,Latino
2022,Qtr 3,September,2,1,Latino
2022,Qtr 3,September,6,3,Latino
2022,Qtr 3,September,7,1,Latino
2022,Qtr 3,September,8,2,Latino
2022,Qtr 3,September,9,2,Latino
2022,Qtr 3,September,12,1,Latino
2022,Qtr 3,September,13,3,Latino
2022,Qtr 3,September,14,3,Latino
2022,Qtr 3,September,15,2,Latino
2022,Qtr 3,September,16,3,Latino
2022,Qtr 3,September,17,2,Latino
2022,Qtr 3,September,19,1,Latino
2022,Qtr 3,September,22,2,Latino
2022,Qtr 3,September,23,1,Latino
2022,Qtr 3,September,27,4,Latino
2022,Qtr 3,September,28,1,Latino
2022,Qtr 3,September,29,2,Latino
2022,Qtr 3,September,30,1,Latino
2022,Qtr 4,October,3,1,Latino
2022,Qtr 4,October,7,3,Latino
2022,Qtr 4,October,10,1,Latino
2022,Qtr 4,October,11,2,Latino
2022,Qtr 4,October,14,5,Latino
2022,Qtr 4,October,17,1,Latino
2022,Qtr 4,October,18,2,Latino
2022,Qtr 4,October,19,1,Latino
2022,Qtr 4,October,20,1,Latino
2022,Qtr 4,October,21,2,Latino
2022,Qtr 4,October,24,3,Latino
2022,Qtr 4,October,25,1,Latino
2022,Qtr 4,October,26,1,Latino
2022,Qtr 4,October,27,2,Latino
2022,Qtr 4,October,28,4,Latino
2022,Qtr 4,October,31,5,Latino
2022,Qtr 4,November,1,2,Latino
2022,Qtr 4,November,2,1,Latino
2022,Qtr 4,November,3,2,Latino
2022,Qtr 4,November,4,4,Latino
2022,Qtr 4,November,7,1,Latino
2022,Qtr 4,November,9,2,Latino
