Year,Quarter,Month,Day,Median of REFERFILE_DAYS,PRETRIAL
2018,Qtr 1,January,11,0,Detained
2018,Qtr 1,January,11,17,ROR/Bonded
2018,Qtr 1,January,12,0,Detained
2018,Qtr 1,January,12,14,ROR/Bonded
2018,Qtr 1,January,13,5,Detained
2018,Qtr 1,January,13,18,ROR/Bonded
2018,Qtr 1,January,14,19,ROR/Bonded
2018,Qtr 1,January,16,0,Detained
2018,Qtr 1,January,16,15,ROR/Bonded
2018,Qtr 1,January,17,0,Detained
2018,Qtr 1,January,17,14,ROR/Bonded
2018,Qtr 1,January,18,0,Detained
2018,Qtr 1,January,18,13,ROR/Bonded
2018,Qtr 1,January,19,0,Detained
2018,Qtr 1,January,19,21,ROR/Bonded
2018,Qtr 1,January,20,18,ROR/Bonded
2018,Qtr 1,January,21,21,ROR/Bonded
2018,Qtr 1,January,22,0,Detained
2018,Qtr 1,January,22,15,ROR/Bonded
2018,Qtr 1,January,23,0,Detained
2018,Qtr 1,January,23,19,ROR/Bonded
2018,Qtr 1,January,24,0,Detained
2018,Qtr 1,January,24,30,ROR/Bonded
2018,Qtr 1,January,25,0,Detained
2018,Qtr 1,January,25,33,ROR/Bonded
2018,Qtr 1,January,26,0,Detained
2018,Qtr 1,January,26,5,ROR/Bonded
2018,Qtr 1,January,27,3,Detained
2018,Qtr 1,January,27,12,ROR/Bonded
2018,Qtr 1,January,28,5,Detained
2018,Qtr 1,January,29,1,Detained
2018,Qtr 1,January,29,16,ROR/Bonded
2018,Qtr 1,January,30,0,Detained
2018,Qtr 1,January,30,6,ROR/Bonded
2018,Qtr 1,January,31,1,Detained
2018,Qtr 1,January,31,23,ROR/Bonded
2018,Qtr 1,February,1,0,Detained
2018,Qtr 1,February,1,8,ROR/Bonded
2018,Qtr 1,February,2,0,Detained
2018,Qtr 1,February,2,17,ROR/Bonded
2018,Qtr 1,February,3,16,ROR/Bonded
2018,Qtr 1,February,4,36,ROR/Bonded
2018,Qtr 1,February,5,0,Detained
2018,Qtr 1,February,5,14,ROR/Bonded
2018,Qtr 1,February,6,0,Detained
2018,Qtr 1,February,6,3,ROR/Bonded
2018,Qtr 1,February,7,0,Detained
2018,Qtr 1,February,7,16,ROR/Bonded
2018,Qtr 1,February,8,0,Detained
2018,Qtr 1,February,8,13,ROR/Bonded
2018,Qtr 1,February,9,0,Detained
2018,Qtr 1,February,9,12,ROR/Bonded
2018,Qtr 1,February,10,12,ROR/Bonded
2018,Qtr 1,February,11,1,ROR/Bonded
2018,Qtr 1,February,12,1,Detained
2018,Qtr 1,February,12,17,ROR/Bonded
2018,Qtr 1,February,13,1,Detained
2018,Qtr 1,February,13,16,ROR/Bonded
2018,Qtr 1,February,14,0,Detained
2018,Qtr 1,February,14,26,ROR/Bonded
2018,Qtr 1,February,15,0,Detained
2018,Qtr 1,February,15,13,ROR/Bonded
2018,Qtr 1,February,16,0,Detained
2018,Qtr 1,February,16,21,ROR/Bonded
2018,Qtr 1,February,17,54,Detained
2018,Qtr 1,February,17,16,ROR/Bonded
2018,Qtr 1,February,18,19,ROR/Bonded
2018,Qtr 1,February,20,0,Detained
2018,Qtr 1,February,20,21,ROR/Bonded
2018,Qtr 1,February,21,0,Detained
2018,Qtr 1,February,21,2,ROR/Bonded
2018,Qtr 1,February,22,0,Detained
2018,Qtr 1,February,22,7,ROR/Bonded
2018,Qtr 1,February,23,0,Detained
2018,Qtr 1,February,23,17,ROR/Bonded
2018,Qtr 1,February,24,6,ROR/Bonded
2018,Qtr 1,February,25,2,ROR/Bonded
2018,Qtr 1,February,26,0,Detained
2018,Qtr 1,February,26,7,ROR/Bonded
2018,Qtr 1,February,27,0,Detained
2018,Qtr 1,February,27,13,ROR/Bonded
2018,Qtr 1,February,28,0,Detained
2018,Qtr 1,February,28,12,ROR/Bonded
2018,Qtr 1,March,1,0,Detained
2018,Qtr 1,March,1,8,ROR/Bonded
2018,Qtr 1,March,2,0,Detained
2018,Qtr 1,March,2,10,ROR/Bonded
2018,Qtr 1,March,3,7,ROR/Bonded
2018,Qtr 1,March,4,6,ROR/Bonded
2018,Qtr 1,March,5,0,Detained
2018,Qtr 1,March,5,17,ROR/Bonded
2018,Qtr 1,March,6,0,Detained
2018,Qtr 1,March,6,21,ROR/Bonded
2018,Qtr 1,March,7,0,Detained
2018,Qtr 1,March,7,12,ROR/Bonded
2018,Qtr 1,March,8,0,Detained
2018,Qtr 1,March,8,5,ROR/Bonded
2018,Qtr 1,March,9,2,Detained
2018,Qtr 1,March,9,10,ROR/Bonded
2018,Qtr 1,March,10,102,ROR/Bonded
2018,Qtr 1,March,11,2,ROR/Bonded
2018,Qtr 1,March,12,0,Detained
2018,Qtr 1,March,12,0,ROR/Bonded
2018,Qtr 1,March,13,0,Detained
2018,Qtr 1,March,13,3,ROR/Bonded
2018,Qtr 1,March,14,0,Detained
2018,Qtr 1,March,14,19,ROR/Bonded
2018,Qtr 1,March,15,0,Detained
2018,Qtr 1,March,15,3,ROR/Bonded
2018,Qtr 1,March,16,0,Detained
2018,Qtr 1,March,16,4,ROR/Bonded
2018,Qtr 1,March,17,3,ROR/Bonded
2018,Qtr 1,March,18,4,ROR/Bonded
2018,Qtr 1,March,19,0,Detained
2018,Qtr 1,March,19,3,ROR/Bonded
2018,Qtr 1,March,20,0,Detained
2018,Qtr 1,March,20,22,ROR/Bonded
2018,Qtr 1,March,21,0,Detained
2018,Qtr 1,March,21,7,ROR/Bonded
2018,Qtr 1,March,22,0,Detained
2018,Qtr 1,March,22,13,ROR/Bonded
2018,Qtr 1,March,23,0,Detained
2018,Qtr 1,March,23,7,ROR/Bonded
2018,Qtr 1,March,24,10,Detained
2018,Qtr 1,March,24,3,ROR/Bonded
2018,Qtr 1,March,26,0,Detained
2018,Qtr 1,March,26,2,ROR/Bonded
2018,Qtr 1,March,27,0,Detained
2018,Qtr 1,March,27,2,ROR/Bonded
2018,Qtr 1,March,28,0,Detained
2018,Qtr 1,March,28,23,ROR/Bonded
2018,Qtr 1,March,29,2,Detained
2018,Qtr 1,March,29,7,ROR/Bonded
2018,Qtr 1,March,31,13,ROR/Bonded
2018,Qtr 2,April,1,24,ROR/Bonded
2018,Qtr 2,April,2,1,Detained
2018,Qtr 2,April,2,3,ROR/Bonded
2018,Qtr 2,April,3,0,Detained
2018,Qtr 2,April,3,3,ROR/Bonded
2018,Qtr 2,April,4,0,Detained
2018,Qtr 2,April,4,2,ROR/Bonded
2018,Qtr 2,April,5,0,Detained
2018,Qtr 2,April,5,20,ROR/Bonded
2018,Qtr 2,April,6,0,Detained
2018,Qtr 2,April,6,4,ROR/Bonded
2018,Qtr 2,April,7,32,Detained
2018,Qtr 2,April,7,2,ROR/Bonded
2018,Qtr 2,April,8,31,ROR/Bonded
2018,Qtr 2,April,9,0,Detained
2018,Qtr 2,April,9,0,ROR/Bonded
2018,Qtr 2,April,10,0,Detained
2018,Qtr 2,April,10,2,ROR/Bonded
2018,Qtr 2,April,11,0,Detained
2018,Qtr 2,April,11,0,ROR/Bonded
2018,Qtr 2,April,12,0,Detained
2018,Qtr 2,April,12,13,ROR/Bonded
2018,Qtr 2,April,13,0,Detained
2018,Qtr 2,April,13,17,ROR/Bonded
2018,Qtr 2,April,14,2,ROR/Bonded
2018,Qtr 2,April,15,4,ROR/Bonded
2018,Qtr 2,April,16,1,Detained
2018,Qtr 2,April,16,31,ROR/Bonded
2018,Qtr 2,April,17,0,Detained
2018,Qtr 2,April,17,4,ROR/Bonded
2018,Qtr 2,April,18,0,Detained
2018,Qtr 2,April,18,26,ROR/Bonded
2018,Qtr 2,April,19,0,Detained
2018,Qtr 2,April,19,2,ROR/Bonded
2018,Qtr 2,April,20,0,Detained
2018,Qtr 2,April,20,18,ROR/Bonded
2018,Qtr 2,April,21,2,Detained
2018,Qtr 2,April,21,2,ROR/Bonded
2018,Qtr 2,April,23,0,Detained
2018,Qtr 2,April,23,7,ROR/Bonded
2018,Qtr 2,April,24,0,Detained
2018,Qtr 2,April,24,16,ROR/Bonded
2018,Qtr 2,April,25,0,Detained
2018,Qtr 2,April,25,18,ROR/Bonded
2018,Qtr 2,April,26,0,Detained
2018,Qtr 2,April,26,14,ROR/Bonded
2018,Qtr 2,April,27,2,Detained
2018,Qtr 2,April,27,19,ROR/Bonded
2018,Qtr 2,April,28,32,ROR/Bonded
2018,Qtr 2,April,29,1,ROR/Bonded
2018,Qtr 2,April,30,0,Detained
2018,Qtr 2,April,30,7,ROR/Bonded
2018,Qtr 2,May,1,0,Detained
2018,Qtr 2,May,1,1,ROR/Bonded
2018,Qtr 2,May,2,0,Detained
2018,Qtr 2,May,2,5,ROR/Bonded
2018,Qtr 2,May,3,0,Detained
2018,Qtr 2,May,3,13,ROR/Bonded
2018,Qtr 2,May,4,0,Detained
2018,Qtr 2,May,4,5,ROR/Bonded
2018,Qtr 2,May,5,5,Detained
2018,Qtr 2,May,5,4,ROR/Bonded
2018,Qtr 2,May,6,11,ROR/Bonded
2018,Qtr 2,May,7,0,Detained
2018,Qtr 2,May,7,2,ROR/Bonded
2018,Qtr 2,May,8,0,Detained
2018,Qtr 2,May,8,8,ROR/Bonded
2018,Qtr 2,May,9,0,Detained
2018,Qtr 2,May,9,15,ROR/Bonded
2018,Qtr 2,May,10,0,Detained
2018,Qtr 2,May,10,4,ROR/Bonded
2018,Qtr 2,May,11,0,Detained
2018,Qtr 2,May,11,4,ROR/Bonded
2018,Qtr 2,May,12,3,ROR/Bonded
2018,Qtr 2,May,14,0,Detained
2018,Qtr 2,May,14,15,ROR/Bonded
2018,Qtr 2,May,15,0,Detained
2018,Qtr 2,May,15,9,ROR/Bonded
2018,Qtr 2,May,16,0,Detained
2018,Qtr 2,May,16,2,ROR/Bonded
2018,Qtr 2,May,17,0,Detained
2018,Qtr 2,May,17,5,ROR/Bonded
2018,Qtr 2,May,18,3,Detained
2018,Qtr 2,May,18,12,ROR/Bonded
2018,Qtr 2,May,19,2,ROR/Bonded
2018,Qtr 2,May,20,2,ROR/Bonded
2018,Qtr 2,May,21,0,Detained
2018,Qtr 2,May,21,11,ROR/Bonded
2018,Qtr 2,May,22,0,Detained
2018,Qtr 2,May,22,9,ROR/Bonded
2018,Qtr 2,May,23,0,Detained
2018,Qtr 2,May,23,31,ROR/Bonded
2018,Qtr 2,May,24,0,Detained
2018,Qtr 2,May,24,8,ROR/Bonded
2018,Qtr 2,May,25,3,Detained
2018,Qtr 2,May,25,13,ROR/Bonded
2018,Qtr 2,May,26,3,ROR/Bonded
2018,Qtr 2,May,27,10,ROR/Bonded
2018,Qtr 2,May,28,35,ROR/Bonded
2018,Qtr 2,May,29,1,Detained
2018,Qtr 2,May,29,2,ROR/Bonded
2018,Qtr 2,May,30,0,Detained
2018,Qtr 2,May,30,5,ROR/Bonded
2018,Qtr 2,May,31,0,Detained
2018,Qtr 2,May,31,28,ROR/Bonded
2018,Qtr 2,June,1,2,Detained
2018,Qtr 2,June,1,25,ROR/Bonded
2018,Qtr 2,June,2,100,ROR/Bonded
2018,Qtr 2,June,3,38,ROR/Bonded
2018,Qtr 2,June,4,0,Detained
2018,Qtr 2,June,4,1,ROR/Bonded
2018,Qtr 2,June,5,0,Detained
2018,Qtr 2,June,5,1,ROR/Bonded
2018,Qtr 2,June,6,0,Detained
2018,Qtr 2,June,6,7,ROR/Bonded
2018,Qtr 2,June,7,0,Detained
2018,Qtr 2,June,7,19,ROR/Bonded
2018,Qtr 2,June,8,2,Detained
2018,Qtr 2,June,8,6,ROR/Bonded
2018,Qtr 2,June,9,3,ROR/Bonded
2018,Qtr 2,June,10,1,Detained
2018,Qtr 2,June,10,2,ROR/Bonded
2018,Qtr 2,June,11,1,Detained
2018,Qtr 2,June,11,4,ROR/Bonded
2018,Qtr 2,June,12,0,Detained
2018,Qtr 2,June,12,25,ROR/Bonded
2018,Qtr 2,June,13,0,Detained
2018,Qtr 2,June,13,9,ROR/Bonded
2018,Qtr 2,June,14,0,Detained
2018,Qtr 2,June,14,18,ROR/Bonded
2018,Qtr 2,June,15,0,Detained
2018,Qtr 2,June,15,4,ROR/Bonded
2018,Qtr 2,June,16,2,ROR/Bonded
2018,Qtr 2,June,17,33,ROR/Bonded
2018,Qtr 2,June,18,0,Detained
2018,Qtr 2,June,18,29,ROR/Bonded
2018,Qtr 2,June,19,0,Detained
2018,Qtr 2,June,19,10,ROR/Bonded
2018,Qtr 2,June,20,0,Detained
2018,Qtr 2,June,20,31,ROR/Bonded
2018,Qtr 2,June,21,0,Detained
2018,Qtr 2,June,21,20,ROR/Bonded
2018,Qtr 2,June,22,0,Detained
2018,Qtr 2,June,22,7,ROR/Bonded
2018,Qtr 2,June,23,31,ROR/Bonded
2018,Qtr 2,June,25,0,Detained
2018,Qtr 2,June,25,23,ROR/Bonded
2018,Qtr 2,June,26,0,Detained
2018,Qtr 2,June,26,18,ROR/Bonded
2018,Qtr 2,June,27,0,Detained
2018,Qtr 2,June,27,19,ROR/Bonded
2018,Qtr 2,June,28,0,Detained
2018,Qtr 2,June,28,20,ROR/Bonded
2018,Qtr 2,June,29,0,Detained
2018,Qtr 2,June,29,19,ROR/Bonded
2018,Qtr 2,June,30,9,ROR/Bonded
2018,Qtr 3,July,1,1,ROR/Bonded
2018,Qtr 3,July,2,0,Detained
2018,Qtr 3,July,2,1,ROR/Bonded
2018,Qtr 3,July,3,0,Detained
2018,Qtr 3,July,3,20,ROR/Bonded
2018,Qtr 3,July,5,1,Detained
2018,Qtr 3,July,5,19,ROR/Bonded
2018,Qtr 3,July,6,0,Detained
2018,Qtr 3,July,6,7,ROR/Bonded
2018,Qtr 3,July,7,5,ROR/Bonded
2018,Qtr 3,July,8,4,ROR/Bonded
2018,Qtr 3,July,9,0,Detained
2018,Qtr 3,July,9,10,ROR/Bonded
2018,Qtr 3,July,10,0,Detained
2018,Qtr 3,July,10,9,ROR/Bonded
2018,Qtr 3,July,11,0,Detained
2018,Qtr 3,July,11,15,ROR/Bonded
2018,Qtr 3,July,12,0,Detained
2018,Qtr 3,July,12,22,ROR/Bonded
2018,Qtr 3,July,13,0,Detained
2018,Qtr 3,July,13,13,ROR/Bonded
2018,Qtr 3,July,14,13,ROR/Bonded
2018,Qtr 3,July,16,0,Detained
2018,Qtr 3,July,16,9,ROR/Bonded
2018,Qtr 3,July,17,0,Detained
2018,Qtr 3,July,17,13,ROR/Bonded
2018,Qtr 3,July,18,0,Detained
2018,Qtr 3,July,18,21,ROR/Bonded
2018,Qtr 3,July,19,0,Detained
2018,Qtr 3,July,19,2,ROR/Bonded
2018,Qtr 3,July,20,0,Detained
2018,Qtr 3,July,20,7,ROR/Bonded
2018,Qtr 3,July,21,3,ROR/Bonded
2018,Qtr 3,July,23,0,Detained
2018,Qtr 3,July,23,7,ROR/Bonded
2018,Qtr 3,July,24,0,Detained
2018,Qtr 3,July,24,15,ROR/Bonded
2018,Qtr 3,July,25,0,Detained
2018,Qtr 3,July,25,22,ROR/Bonded
2018,Qtr 3,July,26,0,Detained
2018,Qtr 3,July,26,33,ROR/Bonded
2018,Qtr 3,July,27,0,Detained
2018,Qtr 3,July,27,18,ROR/Bonded
2018,Qtr 3,July,29,16,ROR/Bonded
2018,Qtr 3,July,30,0,Detained
2018,Qtr 3,July,30,6,ROR/Bonded
2018,Qtr 3,July,31,0,Detained
2018,Qtr 3,July,31,15,ROR/Bonded
2018,Qtr 3,August,1,0,Detained
2018,Qtr 3,August,1,7,ROR/Bonded
2018,Qtr 3,August,2,0,Detained
2018,Qtr 3,August,2,14,ROR/Bonded
2018,Qtr 3,August,3,0,Detained
2018,Qtr 3,August,3,4,ROR/Bonded
2018,Qtr 3,August,4,33,ROR/Bonded
2018,Qtr 3,August,5,38,ROR/Bonded
2018,Qtr 3,August,6,0,Detained
2018,Qtr 3,August,6,22,ROR/Bonded
2018,Qtr 3,August,7,0,Detained
2018,Qtr 3,August,7,21,ROR/Bonded
2018,Qtr 3,August,8,0,Detained
2018,Qtr 3,August,8,6,ROR/Bonded
2018,Qtr 3,August,9,1,Detained
2018,Qtr 3,August,9,4,ROR/Bonded
2018,Qtr 3,August,10,0,Detained
2018,Qtr 3,August,10,23,ROR/Bonded
2018,Qtr 3,August,12,193,ROR/Bonded
2018,Qtr 3,August,13,0,Detained
2018,Qtr 3,August,13,12,ROR/Bonded
2018,Qtr 3,August,14,0,Detained
2018,Qtr 3,August,14,0,ROR/Bonded
2018,Qtr 3,August,15,0,Detained
2018,Qtr 3,August,15,1,ROR/Bonded
2018,Qtr 3,August,16,0,Detained
2018,Qtr 3,August,16,11,ROR/Bonded
2018,Qtr 3,August,17,1,Detained
2018,Qtr 3,August,17,3,ROR/Bonded
2018,Qtr 3,August,18,40,ROR/Bonded
2018,Qtr 3,August,19,25,ROR/Bonded
2018,Qtr 3,August,20,0,Detained
2018,Qtr 3,August,20,2,ROR/Bonded
2018,Qtr 3,August,21,0,Detained
2018,Qtr 3,August,21,1,ROR/Bonded
2018,Qtr 3,August,22,0,Detained
2018,Qtr 3,August,22,20,ROR/Bonded
2018,Qtr 3,August,23,0,Detained
2018,Qtr 3,August,23,5,ROR/Bonded
2018,Qtr 3,August,24,0,Detained
2018,Qtr 3,August,24,24,ROR/Bonded
2018,Qtr 3,August,25,11,ROR/Bonded
2018,Qtr 3,August,26,2,ROR/Bonded
2018,Qtr 3,August,27,0,Detained
2018,Qtr 3,August,27,15,ROR/Bonded
2018,Qtr 3,August,28,0,Detained
2018,Qtr 3,August,28,20,ROR/Bonded
2018,Qtr 3,August,29,0,Detained
2018,Qtr 3,August,29,7,ROR/Bonded
2018,Qtr 3,August,30,0,Detained
2018,Qtr 3,August,30,0,ROR/Bonded
2018,Qtr 3,August,31,0,Detained
2018,Qtr 3,August,31,26,ROR/Bonded
2018,Qtr 3,September,1,51,ROR/Bonded
2018,Qtr 3,September,2,15,ROR/Bonded
2018,Qtr 3,September,3,24,ROR/Bonded
2018,Qtr 3,September,4,0,Detained
2018,Qtr 3,September,4,7,ROR/Bonded
2018,Qtr 3,September,5,0,Detained
2018,Qtr 3,September,5,9,ROR/Bonded
2018,Qtr 3,September,6,0,Detained
2018,Qtr 3,September,6,18,ROR/Bonded
2018,Qtr 3,September,7,0,Detained
2018,Qtr 3,September,7,6,ROR/Bonded
2018,Qtr 3,September,10,0,Detained
2018,Qtr 3,September,10,1,ROR/Bonded
2018,Qtr 3,September,11,0,Detained
2018,Qtr 3,September,11,23,ROR/Bonded
2018,Qtr 3,September,12,0,Detained
2018,Qtr 3,September,12,16,ROR/Bonded
2018,Qtr 3,September,13,0,Detained
2018,Qtr 3,September,13,4,ROR/Bonded
2018,Qtr 3,September,14,0,Detained
2018,Qtr 3,September,14,6,ROR/Bonded
2018,Qtr 3,September,17,0,Detained
2018,Qtr 3,September,17,17,ROR/Bonded
2018,Qtr 3,September,18,0,Detained
2018,Qtr 3,September,18,21,ROR/Bonded
2018,Qtr 3,September,19,0,Detained
2018,Qtr 3,September,19,20,ROR/Bonded
2018,Qtr 3,September,20,0,Detained
2018,Qtr 3,September,20,4,ROR/Bonded
2018,Qtr 3,September,21,2,Detained
2018,Qtr 3,September,21,26,ROR/Bonded
2018,Qtr 3,September,22,32,ROR/Bonded
2018,Qtr 3,September,23,3,ROR/Bonded
2018,Qtr 3,September,24,0,Detained
2018,Qtr 3,September,24,29,ROR/Bonded
2018,Qtr 3,September,25,0,Detained
2018,Qtr 3,September,25,1,ROR/Bonded
2018,Qtr 3,September,26,1,Detained
2018,Qtr 3,September,26,21,ROR/Bonded
2018,Qtr 3,September,27,0,Detained
2018,Qtr 3,September,27,8,ROR/Bonded
2018,Qtr 3,September,28,0,Detained
2018,Qtr 3,September,28,26,ROR/Bonded
2018,Qtr 3,September,29,32,ROR/Bonded
2018,Qtr 4,October,1,0,Detained
2018,Qtr 4,October,1,1,ROR/Bonded
2018,Qtr 4,October,2,0,Detained
2018,Qtr 4,October,2,3,ROR/Bonded
2018,Qtr 4,October,3,1,Detained
2018,Qtr 4,October,3,16,ROR/Bonded
2018,Qtr 4,October,4,0,Detained
2018,Qtr 4,October,4,22,ROR/Bonded
2018,Qtr 4,October,5,0,Detained
2018,Qtr 4,October,5,10,ROR/Bonded
2018,Qtr 4,October,8,44,ROR/Bonded
2018,Qtr 4,October,9,0,Detained
2018,Qtr 4,October,9,17,ROR/Bonded
2018,Qtr 4,October,10,0,Detained
2018,Qtr 4,October,10,26,ROR/Bonded
2018,Qtr 4,October,11,0,Detained
2018,Qtr 4,October,11,19,ROR/Bonded
2018,Qtr 4,October,12,0,Detained
2018,Qtr 4,October,12,17,ROR/Bonded
2018,Qtr 4,October,13,38,ROR/Bonded
2018,Qtr 4,October,15,0,Detained
2018,Qtr 4,October,15,4,ROR/Bonded
2018,Qtr 4,October,16,0,Detained
2018,Qtr 4,October,16,14,ROR/Bonded
2018,Qtr 4,October,17,0,Detained
2018,Qtr 4,October,17,9,ROR/Bonded
2018,Qtr 4,October,18,0,Detained
2018,Qtr 4,October,18,20,ROR/Bonded
2018,Qtr 4,October,19,0,Detained
2018,Qtr 4,October,19,11,ROR/Bonded
2018,Qtr 4,October,22,0,Detained
2018,Qtr 4,October,22,2,ROR/Bonded
2018,Qtr 4,October,23,0,Detained
2018,Qtr 4,October,23,21,ROR/Bonded
2018,Qtr 4,October,24,0,Detained
2018,Qtr 4,October,24,7,ROR/Bonded
2018,Qtr 4,October,25,0,Detained
2018,Qtr 4,October,25,9,ROR/Bonded
2018,Qtr 4,October,26,0,Detained
2018,Qtr 4,October,26,3,ROR/Bonded
2018,Qtr 4,October,27,27,ROR/Bonded
2018,Qtr 4,October,29,0,Detained
2018,Qtr 4,October,29,20,ROR/Bonded
2018,Qtr 4,October,30,0,Detained
2018,Qtr 4,October,30,0,ROR/Bonded
2018,Qtr 4,October,31,0,Detained
2018,Qtr 4,October,31,16,ROR/Bonded
2018,Qtr 4,November,1,1,Detained
2018,Qtr 4,November,1,28,ROR/Bonded
2018,Qtr 4,November,2,0,Detained
2018,Qtr 4,November,2,25,ROR/Bonded
2018,Qtr 4,November,4,65,ROR/Bonded
2018,Qtr 4,November,5,0,Detained
2018,Qtr 4,November,5,8,ROR/Bonded
2018,Qtr 4,November,6,0,Detained
2018,Qtr 4,November,6,7,ROR/Bonded
2018,Qtr 4,November,7,0,Detained
2018,Qtr 4,November,7,1,ROR/Bonded
2018,Qtr 4,November,8,0,Detained
2018,Qtr 4,November,8,11,ROR/Bonded
2018,Qtr 4,November,9,0,Detained
2018,Qtr 4,November,9,18,ROR/Bonded
2018,Qtr 4,November,10,30,ROR/Bonded
2018,Qtr 4,November,13,0,Detained
2018,Qtr 4,November,13,21,ROR/Bonded
2018,Qtr 4,November,14,0,Detained
2018,Qtr 4,November,14,22,ROR/Bonded
2018,Qtr 4,November,15,0,Detained
2018,Qtr 4,November,15,4,ROR/Bonded
2018,Qtr 4,November,16,3,Detained
2018,Qtr 4,November,16,18,ROR/Bonded
2018,Qtr 4,November,17,16,ROR/Bonded
2018,Qtr 4,November,19,0,Detained
2018,Qtr 4,November,19,8,ROR/Bonded
2018,Qtr 4,November,20,0,Detained
2018,Qtr 4,November,20,16,ROR/Bonded
2018,Qtr 4,November,21,0,Detained
2018,Qtr 4,November,21,20,ROR/Bonded
2018,Qtr 4,November,22,43,ROR/Bonded
2018,Qtr 4,November,24,2,ROR/Bonded
2018,Qtr 4,November,25,1,ROR/Bonded
2018,Qtr 4,November,26,0,Detained
2018,Qtr 4,November,26,16,ROR/Bonded
2018,Qtr 4,November,27,0,Detained
2018,Qtr 4,November,27,20,ROR/Bonded
2018,Qtr 4,November,28,0,Detained
2018,Qtr 4,November,28,6,ROR/Bonded
2018,Qtr 4,November,29,0,Detained
2018,Qtr 4,November,29,27,ROR/Bonded
2018,Qtr 4,November,30,0,Detained
2018,Qtr 4,November,30,13,ROR/Bonded
2018,Qtr 4,December,1,52,ROR/Bonded
2018,Qtr 4,December,3,0,Detained
2018,Qtr 4,December,3,3,ROR/Bonded
2018,Qtr 4,December,4,0,Detained
2018,Qtr 4,December,4,1,ROR/Bonded
2018,Qtr 4,December,5,0,Detained
2018,Qtr 4,December,5,5,ROR/Bonded
2018,Qtr 4,December,6,0,Detained
2018,Qtr 4,December,6,5,ROR/Bonded
2018,Qtr 4,December,7,0,Detained
2018,Qtr 4,December,7,11,ROR/Bonded
2018,Qtr 4,December,8,10,ROR/Bonded
2018,Qtr 4,December,9,27,ROR/Bonded
2018,Qtr 4,December,10,0,Detained
2018,Qtr 4,December,10,10,ROR/Bonded
2018,Qtr 4,December,11,0,Detained
2018,Qtr 4,December,11,0,ROR/Bonded
2018,Qtr 4,December,12,0,Detained
2018,Qtr 4,December,12,2,ROR/Bonded
2018,Qtr 4,December,13,8,Detained
2018,Qtr 4,December,13,14,ROR/Bonded
2018,Qtr 4,December,14,0,Detained
2018,Qtr 4,December,14,0,ROR/Bonded
2018,Qtr 4,December,17,1,Detained
2018,Qtr 4,December,17,15,ROR/Bonded
2018,Qtr 4,December,18,0,Detained
2018,Qtr 4,December,18,10,ROR/Bonded
2018,Qtr 4,December,19,0,Detained
2018,Qtr 4,December,19,16,ROR/Bonded
2018,Qtr 4,December,20,0,Detained
2018,Qtr 4,December,20,13,ROR/Bonded
2018,Qtr 4,December,21,0,Detained
2018,Qtr 4,December,21,25,ROR/Bonded
2018,Qtr 4,December,22,1,ROR/Bonded
2018,Qtr 4,December,23,18,ROR/Bonded
2018,Qtr 4,December,24,0,Detained
2018,Qtr 4,December,24,18,ROR/Bonded
2018,Qtr 4,December,26,0,Detained
2018,Qtr 4,December,26,25,ROR/Bonded
2018,Qtr 4,December,27,0,Detained
2018,Qtr 4,December,27,32,ROR/Bonded
2018,Qtr 4,December,28,0,Detained
2018,Qtr 4,December,28,5,ROR/Bonded
2018,Qtr 4,December,31,0,Detained
2018,Qtr 4,December,31,9,ROR/Bonded
2019,Qtr 1,January,1,10,ROR/Bonded
2019,Qtr 1,January,2,0,Detained
2019,Qtr 1,January,2,5,ROR/Bonded
2019,Qtr 1,January,3,0,Detained
2019,Qtr 1,January,3,8,ROR/Bonded
2019,Qtr 1,January,4,0,Detained
2019,Qtr 1,January,4,14,ROR/Bonded
2019,Qtr 1,January,5,24,ROR/Bonded
2019,Qtr 1,January,6,28,ROR/Bonded
2019,Qtr 1,January,7,0,Detained
2019,Qtr 1,January,7,4,ROR/Bonded
2019,Qtr 1,January,8,0,Detained
2019,Qtr 1,January,8,35,ROR/Bonded
2019,Qtr 1,January,9,1,Detained
2019,Qtr 1,January,9,14,ROR/Bonded
2019,Qtr 1,January,10,0,Detained
2019,Qtr 1,January,10,14,ROR/Bonded
2019,Qtr 1,January,11,0,Detained
2019,Qtr 1,January,11,20,ROR/Bonded
2019,Qtr 1,January,14,0,Detained
2019,Qtr 1,January,14,17,ROR/Bonded
2019,Qtr 1,January,15,0,Detained
2019,Qtr 1,January,15,27,ROR/Bonded
2019,Qtr 1,January,16,0,Detained
2019,Qtr 1,January,16,23,ROR/Bonded
2019,Qtr 1,January,17,0,Detained
2019,Qtr 1,January,17,6,ROR/Bonded
2019,Qtr 1,January,18,0,Detained
2019,Qtr 1,January,18,13,ROR/Bonded
2019,Qtr 1,January,19,3,Detained
2019,Qtr 1,January,19,10,ROR/Bonded
2019,Qtr 1,January,20,15,ROR/Bonded
2019,Qtr 1,January,22,0,Detained
2019,Qtr 1,January,22,30,ROR/Bonded
2019,Qtr 1,January,23,0,Detained
2019,Qtr 1,January,23,29,ROR/Bonded
2019,Qtr 1,January,24,0,Detained
2019,Qtr 1,January,24,21,ROR/Bonded
2019,Qtr 1,January,25,0,Detained
2019,Qtr 1,January,25,17,ROR/Bonded
2019,Qtr 1,January,26,30,ROR/Bonded
